event layer r x y z hbarcode barcode charge pt d0
0 0 287.204 251.955 137.859 51.0265 9223372036854775807 10001 -1 10000 -0.0133555
0 0 287.336 251.732 138.538 72.3665 9223372036854775807 10001 -1 10000 -0.0133555
0 0 287.497 251.465 139.355 60.9015 906 10001 -1 10000 -0.0133555
0 0 287.997 250.655 141.826 70.4015 1669 10001 -1 10000 -0.0133555
0 0 288.146 250.421 142.539 60.3265 9223372036854775807 10001 -1 10000 -0.0133555
0 0 288.511 249.861 144.249 124.853 200008 10001 -1 10000 -0.0133555
0 0 288.714 249.555 145.184 89.0442 1014 10001 -1 10000 -0.0133555
0 0 288.928 249.238 146.15 89.5275 335 10001 -1 10000 -0.0133555
0 0 290.54 246.996 152.992 107.478 483 10001 -1 10000 -0.0133555
0 0 293.389 243.501 163.659 92.8775 9223372036854775807 10001 -1 10000 -0.0133555
0 0 286.947 252.399 136.505 148.779 9223372036854775807 10001 -1 10000 -0.0133555
0 0 288.022 250.616 141.945 149.229 9223372036854775807 10001 -1 10000 -0.0133555
0 0 288.136 250.437 142.491 164.779 1508 10001 -1 10000 -0.0133555
0 0 288.172 250.381 142.662 131.249 9223372036854775807 10001 -1 10000 -0.0133555
0 0 288.307 250.172 143.299 161.729 9223372036854775807 10001 -1 10000 -0.0133555
0 0 288.5 249.876 144.202 144.803 75 10001 -1 10000 -0.0133555
0 0 289.366 248.606 148.08 138.772 9223372036854775807 10001 -1 10000 -0.0133555
0 0 293.475 243.402 163.962 152.316 39 10001 -1 10000 -0.0133555
0 0 293.683 243.166 164.681 143.479 9223372036854775807 10001 -1 10000 -0.0133555
0 0 294.127 242.668 166.201 143.979 9223372036854775807 10001 -1 10000 -0.0133555
0 0 294.745 241.989 168.273 165.019 355 10001 -1 10000 -0.0133555
0 0 294.959 241.757 168.981 144.178 9223372036854775807 10001 -1 10000 -0.0133555
0 0 294.962 241.755 168.988 144.262 9223372036854775807 10001 -1 10000 -0.0133555
0 0 294.966 241.749 169.004 144.229 9223372036854775807 10001 -1 10000 -0.0133555
0 0 288.48 249.908 144.107 194.73 9223372036854775807 10001 -1 10000 -0.0133555
0 0 289.882 247.884 150.284 171.104 9223372036854775807 10001 -1 10000 -0.0133555
0 0 290.958 246.451 154.655 169.43 200996 10001 -1 10000 -0.0133555
0 0 290.997 246.401 154.809 180.467 9223372036854775807 10001 -1 10000 -0.0133555
0 0 291.035 246.352 154.958 186.098 200492 10001 -1 10000 -0.0133555
0 0 293.793 243.042 165.061 179.93 9223372036854775807 10001 -1 10000 -0.0133555
0 0 294.887 241.835 168.743 195.88 430 10001 -1 10000 -0.0133555
0 0 287.925 250.77 141.475 246.101 9223372036854775807 10001 -1 10000 -0.0133555
0 0 289.076 249.022 146.81 219.516 9223372036854775807 10001 -1 10000 -0.0133555
0 0 289.792 248.008 149.904 226.13 9223372036854775807 10001 -1 10000 -0.0133555
0 0 291.321 245.987 156.071 227.601 248 10001 -1 10000 -0.0133555
0 0 291.806 245.381 157.922 244.068 622 10001 -1 10000 -0.0133555
0 0 295.953 240.706 172.188 233.231 9223372036854775807 10001 -1 10000 -0.0133555
0 1 387.698 387.679 -3.76951 -112.09 9223372036854775807 10001 -1 10000 -0.0133555
0 1 391.13 390.556 21.1984 -111.437 9223372036854775807 10001 -1 10000 -0.0133555
0 1 400.328 395.358 62.8865 -110.345 1450 10001 -1 10000 -0.0133555
0 1 400.716 395.522 64.3111 -110.308 127 10001 -1 10000 -0.0133555
0 1 404.973 397.206 78.9319 -109.925 1096 10001 -1 10000 -0.0133555
0 1 390.407 390.046 16.7746 -13.5524 9223372036854775807 10001 -1 10000 -0.0133555
0 1 396.079 393.406 45.9413 -12.7889 9223372036854775807 10001 -1 10000 -0.0133555
0 1 399.985 395.211 61.6111 -84.9538 182 10001 -1 10000 -0.0133555
0 1 391.561 390.843 23.6974 -37.5629 145 10001 -1 10000 -0.0133555
0 1 391.814 391.008 25.122 -37.5256 9223372036854775807 10001 -1 10000 -0.0133555
0 1 398.313 394.471 55.1884 -36.7385 9223372036854775807 10001 -1 10000 -0.0133555
0 1 402.338 396.187 70.0837 -84.732 9223372036854775807 10001 -1 10000 -0.0133555
0 1 391.931 391.082 25.7721 -13.3169 9223372036854775807 10001 -1 10000 -0.0133555
0 1 388.681 388.652 4.67757 -62.2525 540 10001 -1 10000 -0.0133555
0 1 388.719 388.687 4.97749 -62.2446 10035 10001 -1 10000 -0.0133555
0 1 389.033 388.963 7.3768 -62.1818 541 10001 -1 10000 -0.0133555
0 1 388.592 388.572 3.97802 -38.0791 9223372036854775807 10001 -1 10000 -0.0133555
0 1 403.79 396.757 75.0322 -84.6024 69 10001 -1 10000 -0.0133555
0 1 392.943 391.704 31.1705 -13.1756 9223372036854775807 10001 -1 10000 -0.0133555
0 1 388.745 388.71 5.17768 -38.0477 9223372036854775807 10001 -1 10000 -0.0133555
0 1 401.325 395.775 66.5102 -36.4422 200308 10001 -1 10000 -0.0133555
0 1 388.496 388.483 3.2035 -13.9077 202358 10001 -1 10000 -0.0133555
0 1 395.155 392.934 41.8422 -37.0879 9223372036854775807 10001 -1 10000 -0.0133555
0 1 396.527 393.628 47.8653 -61.1219 9223372036854775807 10001 -1 10000 -0.0133555
0 1 390.328 389.988 16.2745 -37.7572 311 10001 -1 10000 -0.0133555
0 1 391.113 390.544 21.0979 -61.8226 9223372036854775807 10001 -1 10000 -0.0133555
0 1 397.85 394.258 53.3387 -60.9786 9223372036854775807 10001 -1 10000 -0.0133555
0 1 396.984 393.849 49.79 -36.8798 1673 10001 -1 10000 -0.0133555
0 1 390.768 390.305 19.024 84.7064 9223372036854775807 10001 -1 10000 -0.0133555
0 1 388.809 388.768 5.67703 11.782 360 10001 -1 10000 -0.0133555
0 1 391.89 391.057 25.5471 84.8772 9223372036854775807 10001 -1 10000 -0.0133555
0 1 402.728 396.343 71.4333 13.5034 9223372036854775807 10001 -1 10000 -0.0133555
0 1 388.425 388.416 2.62841 60.0856 77 10001 -1 10000 -0.0133555
0 1 388.453 388.442 2.85334 60.0914 9223372036854775807 10001 -1 10000 -0.0133555
0 1 389.569 389.407 11.2255 11.9273 9223372036854775807 10001 -1 10000 -0.0133555
0 1 392.972 391.722 31.3205 85.0283 200079 10001 -1 10000 -0.0133555
0 1 401.493 395.845 67.11 61.7736 9223372036854775807 10001 -1 10000 -0.0133555
0 1 390.312 389.977 16.174 12.0568 9223372036854775807 10001 -1 10000 -0.0133555
0 1 405.181 397.284 79.6059 13.7173 9223372036854775807 10001 -1 10000 -0.0133555
0 1 405.437 397.379 80.4307 13.7389 9223372036854775807 10001 -1 10000 -0.0133555
0 1 394.757 392.724 40.018 85.256 9223372036854775807 10001 -1 10000 -0.0133555
0 1 406.812 397.88 84.7795 13.8527 9223372036854775807 10001 -1 10000 -0.0133555
0 1 396.657 393.691 48.4156 85.4759 749 10001 -1 10000 -0.0133555
0 1 406.437 397.745 83.6053 62.2054 1671 10001 -1 10000 -0.0133555
0 1 409.816 398.925 93.8519 14.0902 121 10001 -1 10000 -0.0133555
0 1 387.889 387.884 -1.99552 35.7728 866 10001 -1 10000 -0.0133555
0 1 392.085 391.18 26.6216 60.7137 9223372036854775807 10001 -1 10000 -0.0133555
0 1 392.14 391.215 26.9215 60.7215 9223372036854775807 10001 -1 10000 -0.0133555
0 1 388.195 388.195 0.703705 35.8435 9223372036854775807 10001 -1 10000 -0.0133555
0 1 388.293 388.29 1.52847 35.8651 9223372036854775807 10001 -1 10000 -0.0133555
0 1 388.329 388.324 1.82838 35.8729 9223372036854775807 10001 -1 10000 -0.0133555
0 1 392.489 391.431 28.7959 60.7706 9223372036854775807 10001 -1 10000 -0.0133555
0 1 388.933 388.877 6.62702 35.9986 613 10001 -1 10000 -0.0133555
0 1 389.043 388.972 7.45178 36.0202 9223372036854775807 10001 -1 10000 -0.0133555
0 1 388.636 388.612 4.32818 84.3217 1666 10001 -1 10000 -0.0133555
0 1 403.827 396.772 75.1575 37.7925 9223372036854775807 10001 -1 10000 -0.0133555
0 1 401.974 396.04 68.8098 86.0097 9223372036854775807 10001 -1 10000 -0.0133555
0 1 403.566 396.671 74.2832 86.153 374 10001 -1 10000 -0.0133555
0 1 399.428 394.969 59.5117 13.1913 9223372036854775807 10001 -1 10000 -0.0133555
0 1 391.765 390.976 24.8468 134.476 9223372036854775807 10001 -1 10000 -0.0133555
0 1 388.028 388.028 -0.745629 157.997 9223372036854775807 10001 -1 10000 -0.0133555
0 1 393.913 392.263 36.0186 134.768 9223372036854775807 10001 -1 10000 -0.0133555
0 1 388.63 388.606 4.27794 158.129 939 10001 -1 10000 -0.0133555
0 1 388.93 388.874 6.60227 158.19 9223372036854775807 10001 -1 10000 -0.0133555
0 1 400.785 395.551 64.5607 159.707 199 10001 -1 10000 -0.0133555
0 1 395.21 392.962 42.0919 134.927 964 10001 -1 10000 -0.0133555
0 1 393.719 392.154 35.0694 183.126 9223372036854775807 10001 -1 10000 -0.0133555
0 1 405.601 397.44 80.9556 111.753 957 10001 -1 10000 -0.0133555
0 1 403.485 396.639 74.008 159.954 9223372036854775807 10001 -1 10000 -0.0133555
0 1 396.847 393.783 49.2149 135.113 171 10001 -1 10000 -0.0133555
0 1 391.53 390.823 23.5219 110.249 390 10001 -1 10000 -0.0133555
0 1 407.345 398.07 86.429 111.896 9223372036854775807 10001 -1 10000 -0.0133555
0 1 395.993 393.363 45.5664 183.401 387 10001 -1 10000 -0.0133555
0 1 391.404 390.74 22.7977 158.614 200492 10001 -1 10000 -0.0133555
0 1 393.281 391.903 32.8943 110.495 1034 10001 -1 10000 -0.0133555
0 1 387.939 387.936 -1.54565 133.785 9223372036854775807 10001 -1 10000 -0.0133555
0 1 387.972 387.97 -1.24574 133.792 9223372036854775807 10001 -1 10000 -0.0133555
0 1 393.985 392.303 36.3688 158.969 9223372036854775807 10001 -1 10000 -0.0133555
0 1 395.188 392.951 41.9922 159.116 9223372036854775807 10001 -1 10000 -0.0133555
0 1 390.426 390.06 16.8991 134.267 554 10001 -1 10000 -0.0133555
0 1 389.71 389.519 12.2009 182.528 350 10001 -1 10000 -0.0133555
0 1 404.264 396.939 76.6076 184.214 9223372036854775807 10001 -1 10000 -0.0133555
0 1 388.043 388.042 -0.621169 207.617 788 10001 -1 10000 -0.0133555
0 1 388.799 388.759 5.60206 207.78 788 10001 -1 10000 -0.0133555
0 1 407.394 398.087 86.5797 282.475 9223372036854775807 10001 -1 10000 -0.0133555
0 1 389.128 389.044 8.07635 207.845 9223372036854775807 10001 -1 10000 -0.0133555
0 1 400.294 395.344 62.7613 257.66 143 10001 -1 10000 -0.0133555
0 1 393.944 392.28 36.1686 232.772 1142 10001 -1 10000 -0.0133555
0 1 392.87 391.661 30.7956 281.015 9223372036854775807 10001 -1 10000 -0.0133555
0 1 394.558 392.617 39.0928 232.848 718 10001 -1 10000 -0.0133555
0 1 393.045 391.765 31.6954 281.038 842 10001 -1 10000 -0.0133555
0 1 390.406 390.046 16.7739 208.073 9223372036854775807 10001 -1 10000 -0.0133555
0 1 390.646 390.219 18.2734 208.112 9223372036854775807 10001 -1 10000 -0.0133555
0 1 391.181 390.59 21.4975 208.196 9223372036854775807 10001 -1 10000 -0.0133555
0 1 391.544 390.832 23.5969 208.251 9223372036854775807 10001 -1 10000 -0.0133555
0 1 397.432 394.062 51.6397 281.56 9223372036854775807 10001 -1 10000 -0.0133555
0 1 387.947 387.944 -1.47067 231.787 353 10001 -1 10000 -0.0133555
0 1 388.103 388.103 -0.095562 280.206 9223372036854775807 10001 -1 10000 -0.0133555
0 1 389.695 389.508 12.1005 232.142 621 10001 -1 10000 -0.0133555
0 1 390.618 390.199 18.0987 232.299 9223372036854775807 10001 -1 10000 -0.0133555
0 1 395.879 393.305 45.0663 257.197 9223372036854775807 10001 -1 10000 -0.0133555
0 1 396.206 393.469 46.4909 257.234 837 10001 -1 10000 -0.0133555
0 1 391.579 390.855 23.7971 232.448 9223372036854775807 10001 -1 10000 -0.0133555
0 1 397.364 394.031 51.3645 257.361 230 10001 -1 10000 -0.0133555
0 1 391.08 376.08 107.274 -111.444 9223372036854775807 10001 -1 10000 -0.0133555
0 1 392.783 375.038 116.726 -111.197 442 10001 -1 10000 -0.0133555
0 1 393.401 374.691 119.877 -111.115 200047 10001 -1 10000 -0.0133555
0 1 395.686 373.51 130.605 -110.834 995 10001 -1 10000 -0.0133555
0 1 397.432 372.692 138.032 -110.64 200356 10001 -1 10000 -0.0133555
0 1 387.908 378.583 84.5415 -86.6143 9223372036854775807 10001 -1 10000 -0.0133555
0 1 397.529 372.647 138.432 -36.821 200113 10001 -1 10000 -0.0133555
0 1 388.051 378.443 85.8169 -86.5809 9223372036854775807 10001 -1 10000 -0.0133555
0 1 388.233 378.269 87.3923 -86.5397 9223372036854775807 10001 -1 10000 -0.0133555
0 1 409.021 368.298 177.918 -59.9796 28 10001 -1 10000 -0.0133555
0 1 394.121 374.303 123.403 -13.0225 736 10001 -1 10000 -0.0133555
