event layer r x y z hbarcode barcode charge pt d0
2 6 992.448 973.729 191.848 170.654 840 10001 -1 10000 0.00562539
2 7 995.248 980.741 169.306 124.137 9223372036854775807 10001 -1 10000 0.00562539
2 7 995.28 980.735 169.532 124.131 9223372036854775807 10001 -1 10000 0.00562539
2 7 1004.02 979.387 221.038 171.174 1169 10001 -1 10000 0.00562539
2 7 1011.01 978.517 254.261 121.927 9223372036854775807 10001 -1 10000 0.00562539
2 7 1011.06 978.511 254.487 121.921 9223372036854775807 10001 -1 10000 0.00562539
2 7 1012.15 978.386 259.24 121.797 9223372036854775807 10001 -1 10000 0.00562539
2 7 999.064 980.102 193.725 171.885 840 10001 -1 10000 0.00562539
2 7 1011.92 978.413 258.234 170.207 9223372036854775807 10001 -1 10000 0.00562539
2 6 1007.32 971.811 265.083 222.176 9223372036854775807 10001 -1 10000 0.00562539
2 6 992.549 973.713 192.451 268.67 9223372036854775807 10001 -1 10000 0.00562539
2 7 998.553 980.182 190.658 221.581 9223372036854775807 10001 -1 10000 0.00562539
2 7 999.465 980.04 196.09 221.44 9223372036854775807 10001 -1 10000 0.00562539
2 7 999.555 980.026 196.618 221.426 9223372036854775807 10001 -1 10000 0.00562539
2 7 999.581 980.022 196.769 221.422 9223372036854775807 10001 -1 10000 0.00562539
2 7 999.736 979.998 197.674 221.399 9223372036854775807 10001 -1 10000 0.00562539
2 7 998.3 980.222 189.123 270.004 9223372036854775807 10001 -1 10000 0.00562539
2 7 998.724 980.155 191.688 269.938 200268 10001 -1 10000 0.00562539
2 6 988.764 974.347 168.232 366.04 9223372036854775807 10001 -1 10000 0.00562539
2 6 996.707 973.107 215.614 367.272 984 10001 -1 10000 0.00562539
2 7 996.987 980.438 180.899 368.218 9223372036854775807 10001 -1 10000 0.00562539
2 7 1004.11 979.375 221.49 367.162 984 10001 -1 10000 0.00562539
2 6 1001.67 947.835 323.977 -24.2897 9223372036854775807 10001 -1 10000 0.00562539
2 6 1001.89 947.724 324.952 -24.2642 9223372036854775807 10001 -1 10000 0.00562539
2 6 1002.21 947.553 326.451 -24.2249 615 10001 -1 10000 0.00562539
2 6 1002.36 947.476 327.126 -24.2073 200073 10001 -1 10000 0.00562539
2 7 1007.29 954.567 321.604 -25.4458 200073 10001 -1 10000 0.00562539
2 7 1009.01 953.653 329.627 -25.6558 615 10001 -1 10000 0.00562539
2 6 993.988 952.289 284.882 24.5037 9223372036854775807 10001 -1 10000 0.00562539
2 6 1003.41 946.932 331.9 25.7343 9223372036854775807 10001 -1 10000 0.00562539
2 6 992.322 953.388 275.234 72.6345 9223372036854775807 10001 -1 10000 0.00562539
2 7 1000.4 958.608 286.134 73.6826 9223372036854775807 10001 -1 10000 0.00562539
2 7 999.918 958.921 283.384 25.3712 9223372036854775807 10001 -1 10000 0.00562539
2 7 1010.15 953.069 334.752 24.0267 9223372036854775807 10001 -1 10000 0.00562539
2 6 988.881 955.886 253.311 121.677 9223372036854775807 10001 -1 10000 0.00562539
2 6 1000.13 948.666 316.677 123.336 509 10001 -1 10000 0.00562539
2 6 1002.78 947.257 329.051 123.66 9223372036854775807 10001 -1 10000 0.00562539
2 6 1003.51 946.881 332.35 123.746 9223372036854775807 10001 -1 10000 0.00562539
2 6 996.967 950.458 300.955 171.308 9223372036854775807 10001 -1 10000 0.00562539
2 6 992.711 953.126 277.533 122.311 844 10001 -1 10000 0.00562539
2 6 989.338 955.533 256.411 170.142 9223372036854775807 10001 -1 10000 0.00562539
2 6 992.677 953.149 277.333 170.689 9223372036854775807 10001 -1 10000 0.00562539
2 6 1003.5 946.886 332.301 172.128 9223372036854775807 10001 -1 10000 0.00562539
2 6 1004.33 946.468 335.975 172.224 9223372036854775807 10001 -1 10000 0.00562539
2 7 995.368 962.159 254.964 124.115 9223372036854775807 10001 -1 10000 0.00562539
2 7 998.967 959.553 277.835 123.516 844 10001 -1 10000 0.00562539
2 7 1006.71 954.88 318.854 122.443 509 10001 -1 10000 0.00562539
2 7 998.165 960.103 273.01 172.026 9223372036854775807 10001 -1 10000 0.00562539
2 7 1009.74 953.277 332.927 170.458 9223372036854775807 10001 -1 10000 0.00562539
2 7 1011.42 952.431 340.351 170.264 9223372036854775807 10001 -1 10000 0.00562539
2 6 1004.96 946.155 338.724 221.913 293 10001 -1 10000 0.00562539
2 6 1003.07 947.109 330.351 270.077 9223372036854775807 10001 -1 10000 0.00562539
2 6 1003.37 946.955 331.701 270.112 200067 10001 -1 10000 0.00562539
2 7 1012.83 951.736 346.45 219.721 293 10001 -1 10000 0.00562539
2 7 1009.24 953.533 330.677 268.517 9223372036854775807 10001 -1 10000 0.00562539
2 7 1009.74 953.277 332.927 268.458 200067 10001 -1 10000 0.00562539
2 6 994.471 951.982 287.581 318.574 396 10001 -1 10000 0.00562539
2 6 999.929 948.775 315.728 367.694 9223372036854775807 10001 -1 10000 0.00562539
2 7 1000.29 958.682 285.484 319.316 396 10001 -1 10000 0.00562539
2 6 989.729 955.237 259.011 415.827 9223372036854775807 10001 -1 10000 0.00562539
2 6 998.294 949.689 307.704 465.484 9223372036854775807 10001 -1 10000 0.00562539
2 6 1003.37 946.955 331.701 466.112 9223372036854775807 10001 -1 10000 0.00562539
2 7 995.766 961.852 257.663 418.044 9223372036854775807 10001 -1 10000 0.00562539
2 7 1006.02 955.259 315.529 464.913 200116 10001 -1 10000 0.00562539
2 6 989.104 929.865 337.163 -26.0994 9223372036854775807 10001 -1 10000 0.00562539
2 6 989.859 928.857 342.118 -25.9679 200073 10001 -1 10000 0.00562539
2 6 990.473 928.059 346.038 -25.8639 207 10001 -1 10000 0.00562539
2 7 995.19 936.522 336.643 -23.6695 200073 10001 -1 10000 0.00562539
2 7 999.409 931.166 362.972 -24.3682 9223372036854775807 10001 -1 10000 0.00562539
2 7 1003.48 926.682 385.012 -24.9531 200014 10001 -1 10000 0.00562539
2 6 999.784 917.787 396.527 25.2927 412 10001 -1 10000 0.00562539
2 6 1001.81 915.861 405.994 25.5439 749 10001 -1 10000 0.00562539
2 6 1003.83 914.025 415.017 25.7834 398 10001 -1 10000 0.00562539
2 6 1005.2 912.822 420.933 25.9404 2007 10001 -1 10000 0.00562539
2 6 991.43 926.856 351.955 72.4932 9223372036854775807 10001 -1 10000 0.00562539
2 6 1001.13 916.503 402.839 73.8436 248 10001 -1 10000 0.00562539
2 7 998.206 932.605 355.897 25.6362 9223372036854775807 10001 -1 10000 0.00562539
2 7 999.285 931.311 362.258 25.4674 9223372036854775807 10001 -1 10000 0.00562539
2 7 1006.82 923.351 401.382 24.4291 412 10001 -1 10000 0.00562539
2 7 1009.28 921.049 412.698 24.1288 749 10001 -1 10000 0.00562539
2 7 1010.87 919.619 419.724 23.9423 2007 10001 -1 10000 0.00562539
2 7 998.14 932.685 355.502 74.03 9223372036854775807 10001 -1 10000 0.00562539
2 7 1008.47 921.791 409.049 72.609 248 10001 -1 10000 0.00562539
2 7 1009.21 921.114 412.377 72.5206 9223372036854775807 10001 -1 10000 0.00562539
2 6 996.136 921.484 378.358 171.194 9223372036854775807 10001 -1 10000 0.00562539
2 6 993.565 924.318 364.429 122.441 641 10001 -1 10000 0.00562539
2 6 997.458 920.105 385.137 122.99 9223372036854775807 10001 -1 10000 0.00562539
2 7 1012.54 918.165 426.873 170.136 9223372036854775807 10001 -1 10000 0.00562539
2 7 1007.99 922.238 406.855 122.284 200526 10001 -1 10000 0.00562539
2 7 1002.78 927.419 381.388 171.343 9223372036854775807 10001 -1 10000 0.00562539
2 7 1003.09 927.088 383.015 171.3 9223372036854775807 10001 -1 10000 0.00562539
2 7 999.958 930.529 366.103 123.365 641 10001 -1 10000 0.00562539
2 7 1002.78 927.414 381.413 122.959 9223372036854775807 10001 -1 10000 0.00562539
2 6 992.749 925.266 359.769 220.317 9223372036854775807 10001 -1 10000 0.00562539
2 6 992.787 925.221 359.991 220.323 9223372036854775807 10001 -1 10000 0.00562539
2 6 1000.58 917.02 400.299 221.393 9223372036854775807 10001 -1 10000 0.00562539
2 6 1004.68 913.273 418.715 221.882 9223372036854775807 10001 -1 10000 0.00562539
2 7 998.967 931.687 360.409 221.516 9223372036854775807 10001 -1 10000 0.00562539
2 7 999.452 931.115 363.219 221.442 9223372036854775807 10001 -1 10000 0.00562539
2 7 1007.17 923.02 403.009 220.386 9223372036854775807 10001 -1 10000 0.00562539
2 7 1011.32 919.228 421.647 219.891 9223372036854775807 10001 -1 10000 0.00562539
2 7 1001.44 928.863 374.288 367.531 9223372036854775807 10001 -1 10000 0.00562539
2 7 1001.58 928.713 375.027 367.512 9223372036854775807 10001 -1 10000 0.00562539
2 7 999.439 931.13 363.145 319.444 9223372036854775807 10001 -1 10000 0.00562539
2 7 1012.48 918.22 426.602 317.76 9223372036854775807 10001 -1 10000 0.00562539
2 7 1012.53 918.175 426.824 317.754 9223372036854775807 10001 -1 10000 0.00562539
2 7 1012.74 917.994 427.712 317.73 9223372036854775807 10001 -1 10000 0.00562539
2 6 989.503 929.328 339.8 415.787 381 10001 -1 10000 0.00562539
2 6 994.282 923.505 368.422 416.547 200769 10001 -1 10000 0.00562539
2 6 1000.52 917.075 400.028 465.769 200102 10001 -1 10000 0.00562539
2 7 997.215 933.839 349.832 417.797 381 10001 -1 10000 0.00562539
2 7 1000.63 929.761 369.875 417.265 200769 10001 -1 10000 0.00562539
2 7 1007.0 923.176 402.244 464.79 200102 10001 -1 10000 0.00562539
2 7 1007.75 922.468 405.72 464.697 9223372036854775807 10001 -1 10000 0.00562539
2 6 1001.14 877.884 481.257 -24.3545 200011 10001 -1 10000 0.00562539
2 6 1003.99 874.176 493.776 -24.0149 9223372036854775807 10001 -1 10000 0.00562539
2 6 1004.83 873.126 497.322 -23.9187 9223372036854775807 10001 -1 10000 0.00562539
2 6 1004.88 873.061 497.539 -23.9129 9223372036854775807 10001 -1 10000 0.00562539
2 6 1005.38 872.44 499.638 -23.8559 9223372036854775807 10001 -1 10000 0.00562539
2 6 1006.66 870.875 504.92 -23.7127 1416 10001 -1 10000 0.00562539
2 7 1006.67 885.055 479.654 -25.3692 200011 10001 -1 10000 0.00562539
2 7 1012.33 877.724 504.403 -26.0405 1416 10001 -1 10000 0.00562539
2 6 990.363 894.569 424.931 23.9345 2007 10001 -1 10000 0.00562539
2 6 991.063 893.304 429.201 24.0503 9223372036854775807 10001 -1 10000 0.00562539
2 6 995.611 885.802 454.529 24.7372 9223372036854775807 10001 -1 10000 0.00562539
2 7 996.239 901.596 423.812 25.962 2007 10001 -1 10000 0.00562539
2 6 993.057 889.874 440.779 122.364 200526 10001 -1 10000 0.00562539
2 6 994.39 887.709 448.088 122.563 9223372036854775807 10001 -1 10000 0.00562539
2 6 989.372 896.427 418.66 170.148 9223372036854775807 10001 -1 10000 0.00562539
2 6 1004.59 873.426 496.309 172.254 9223372036854775807 10001 -1 10000 0.00562539
2 6 999.014 880.807 471.39 123.195 9223372036854775807 10001 -1 10000 0.00562539
2 7 997.31 899.624 430.47 123.781 200526 10001 -1 10000 0.00562539
2 7 997.346 899.56 430.687 123.776 200526 10001 -1 10000 0.00562539
2 7 997.37 899.517 430.831 123.772 200526 10001 -1 10000 0.00562539
2 7 996.246 901.582 423.86 172.344 9223372036854775807 10001 -1 10000 0.00562539
2 7 1007.88 883.426 485.154 170.682 9223372036854775807 10001 -1 10000 0.00562539
2 7 1007.96 883.319 485.516 170.672 9223372036854775807 10001 -1 10000 0.00562539
2 7 1010.82 879.61 498.035 170.332 9223372036854775807 10001 -1 10000 0.00562539
2 6 989.134 896.884 417.115 219.722 9223372036854775807 10001 -1 10000 0.00562539
2 6 990.375 894.547 425.003 219.936 9223372036854775807 10001 -1 10000 0.00562539
2 6 999.598 879.992 474.14 221.269 9223372036854775807 10001 -1 10000 0.00562539
2 6 1004.07 874.076 494.113 221.811 9223372036854775807 10001 -1 10000 0.00562539
2 7 995.161 903.675 416.792 222.152 9223372036854775807 10001 -1 10000 0.00562539
2 7 997.144 899.924 429.456 221.809 9223372036854775807 10001 -1 10000 0.00562539
2 7 1006.2 885.712 477.435 220.508 9223372036854775807 10001 -1 10000 0.00562539
2 7 1008.81 882.197 489.303 220.186 9223372036854775807 10001 -1 10000 0.00562539
2 7 995.695 902.632 420.314 270.44 9223372036854775807 10001 -1 10000 0.00562539
2 6 994.367 887.745 447.968 366.943 200010 10001 -1 10000 0.00562539
2 6 1001.14 877.884 481.257 367.846 9223372036854775807 10001 -1 10000 0.00562539
2 7 1000.91 893.543 450.997 367.608 200010 10001 -1 10000 0.00562539
2 7 1004.72 887.799 470.391 367.082 9223372036854775807 10001 -1 10000 0.00562539
2 6 994.842 886.995 450.501 465.011 10023 10001 -1 10000 0.00562539
2 6 994.897 886.909 450.79 465.019 9223372036854775807 10001 -1 10000 0.00562539
2 6 996.449 884.53 458.823 465.237 9223372036854775807 10001 -1 10000 0.00562539
2 7 1000.73 893.822 450.056 465.634 10023 10001 -1 10000 0.00562539
2 6 990.732 853.263 503.481 -25.8207 1416 10001 -1 10000 0.00562539
2 6 1001.24 832.434 556.359 -24.3427 9223372036854775807 10001 -1 10000 0.00562539
2 7 996.625 860.297 503.142 -23.9207 1416 10001 -1 10000 0.00562539
2 7 1007.19 838.969 557.284 -25.434 9223372036854775807 10001 -1 10000 0.00562539
2 6 990.516 853.77 502.194 23.96 2225 10001 -1 10000 0.00562539
2 6 997.936 838.353 541.332 73.4373 201437 10001 -1 10000 0.00562539
2 6 994.001 846.08 521.716 24.5056 9223372036854775807 10001 -1 10000 0.00562539
2 6 992.728 848.782 514.858 72.6973 9223372036854775807 10001 -1 10000 0.00562539
2 6 992.881 848.45 515.7 72.7208 9223372036854775807 10001 -1 10000 0.00562539
2 6 1000.23 834.204 551.865 73.7317 1274 10001 -1 10000 0.00562539
2 6 1004.06 827.703 568.367 74.1929 527 10001 -1 10000 0.00562539
2 7 1006.55 840.094 554.429 24.4624 9223372036854775807 10001 -1 10000 0.00562539
2 7 1000.47 851.749 524.841 73.6728 9223372036854775807 10001 -1 10000 0.00562539
2 7 997.215 858.904 506.677 25.7971 2225 10001 -1 10000 0.00562539
2 7 1005.76 841.514 550.823 72.9466 201437 10001 -1 10000 0.00562539
2 7 1005.99 841.099 551.877 72.9171 1274 10001 -1 10000 0.00562539
2 7 1000.6 851.463 525.567 25.2691 9223372036854775807 10001 -1 10000 0.00562539
2 7 1010.09 834.046 569.784 72.4166 527 10001 -1 10000 0.00562539
2 6 993.204 847.758 517.456 170.77 200304 10001 -1 10000 0.00562539
2 6 992.242 849.842 512.165 122.239 9223372036854775807 10001 -1 10000 0.00562539
2 6 992.368 849.565 512.867 122.258 9223372036854775807 10001 -1 10000 0.00562539
2 6 1004.44 827.077 569.959 123.854 9223372036854775807 10001 -1 10000 0.00562539
2 6 999.649 835.227 549.267 171.659 1604 10001 -1 10000 0.00562539
2 6 1004.28 827.344 569.28 172.218 200184 10001 -1 10000 0.00562539
2 7 999.667 853.436 520.557 171.793 200304 10001 -1 10000 0.00562539
2 7 998.169 856.719 512.225 123.642 9223372036854775807 10001 -1 10000 0.00562539
2 7 1000.83 850.993 526.761 123.236 9223372036854775807 10001 -1 10000 0.00562539
2 7 1006.82 839.624 555.622 122.429 9223372036854775807 10001 -1 10000 0.00562539
2 7 1007.47 838.49 558.502 122.349 9223372036854775807 10001 -1 10000 0.00562539
2 7 1007.63 838.213 559.204 122.329 9223372036854775807 10001 -1 10000 0.00562539
2 7 1008.84 836.139 564.47 122.182 9223372036854775807 10001 -1 10000 0.00562539
2 7 1009.8 834.534 568.543 122.068 9223372036854775807 10001 -1 10000 0.00562539
2 7 1006.81 839.633 555.599 170.813 1604 10001 -1 10000 0.00562539
2 7 1007.08 839.163 556.792 170.78 9223372036854775807 10001 -1 10000 0.00562539
2 7 1007.11 839.108 556.933 170.776 9223372036854775807 10001 -1 10000 0.00562539
2 7 1009.87 834.405 568.871 170.442 200184 10001 -1 10000 0.00562539
2 6 990.955 852.747 504.792 220.033 9223372036854775807 10001 -1 10000 0.00562539
2 6 993.975 846.135 521.575 220.502 200175 10001 -1 10000 0.00562539
2 6 1005.84 824.836 575.647 222.013 200034 10001 -1 10000 0.00562539
2 6 989.847 855.365 498.145 268.23 654 10001 -1 10000 0.00562539
2 6 991.712 851.022 509.17 268.538 9223372036854775807 10001 -1 10000 0.00562539
2 6 1002.1 830.968 560.081 269.961 9223372036854775807 10001 -1 10000 0.00562539
2 7 996.125 861.504 500.076 221.982 9223372036854775807 10001 -1 10000 0.00562539
2 7 1000.22 852.265 523.531 221.326 200175 10001 -1 10000 0.00562539
2 7 1011.77 831.326 576.689 219.84 200034 10001 -1 10000 0.00562539
2 7 997.034 859.328 505.6 270.211 654 10001 -1 10000 0.00562539
2 7 998.067 856.949 511.639 270.042 9223372036854775807 10001 -1 10000 0.00562539
2 7 1005.74 841.542 550.753 268.949 9223372036854775807 10001 -1 10000 0.00562539
2 6 996.492 841.092 534.38 367.243 9223372036854775807 10001 -1 10000 0.00562539
2 6 1004.0 827.796 568.133 319.803 9223372036854775807 10001 -1 10000 0.00562539
2 6 1006.89 823.204 579.79 320.129 9223372036854775807 10001 -1 10000 0.00562539
2 6 1003.02 829.418 564.014 466.071 200024 10001 -1 10000 0.00562539
2 7 998.74 855.446 515.455 417.552 9223372036854775807 10001 -1 10000 0.00562539
2 7 1008.28 837.089 562.059 464.633 200024 10001 -1 10000 0.00562539
2 7 1003.17 846.346 538.558 416.906 9223372036854775807 10001 -1 10000 0.00562539
2 6 990.181 807.717 572.758 -25.9129 9223372036854775807 10001 -1 10000 0.00562539
2 6 994.516 796.099 596.061 -25.2358 9223372036854775807 10001 -1 10000 0.00562539
2 6 995.938 792.63 603.018 -25.0336 457 10001 -1 10000 0.00562539
2 6 996.621 791.014 606.26 -24.9394 847 10001 -1 10000 0.00562539
2 6 1003.55 776.028 636.317 -24.066 9223372036854775807 10001 -1 10000 0.00562539
2 7 1003.36 795.727 611.195 -24.9374 847 10001 -1 10000 0.00562539
2 7 1006.11 789.53 623.624 -25.2986 457 10001 -1 10000 0.00562539
2 6 1003.13 776.881 634.606 25.701 71 10001 -1 10000 0.00562539
2 6 999.773 783.908 620.512 73.6748 9223372036854775807 10001 -1 10000 0.00562539
2 6 1001.97 779.261 629.833 73.9456 200429 10001 -1 10000 0.00562539
2 7 1006.62 788.441 625.808 24.4546 200429 10001 -1 10000 0.00562539
2 6 993.569 798.49 591.265 170.825 9223372036854775807 10001 -1 10000 0.00562539
2 6 990.681 806.281 575.639 121.987 534 10001 -1 10000 0.00562539
2 6 1001.49 780.249 627.851 123.505 9223372036854775807 10001 -1 10000 0.00562539
2 6 998.354 787.04 614.23 171.492 9223372036854775807 10001 -1 10000 0.00562539
2 6 995.346 794.056 600.158 122.7 9223372036854775807 10001 -1 10000 0.00562539
2 6 990.089 807.987 572.217 170.271 200184 10001 -1 10000 0.00562539
2 6 990.332 807.279 573.636 170.313 963 10001 -1 10000 0.00562539
2 6 992.626 800.948 586.334 170.682 9223372036854775807 10001 -1 10000 0.00562539
2 7 1008.53 784.4 633.913 122.219 9223372036854775807 10001 -1 10000 0.00562539
2 7 1002.14 798.623 605.387 171.431 9223372036854775807 10001 -1 10000 0.00562539
2 7 998.181 808.782 585.011 123.64 534 10001 -1 10000 0.00562539
2 7 995.829 815.529 571.479 172.417 200184 10001 -1 10000 0.00562539
2 7 997.389 810.982 580.598 172.152 963 10001 -1 10000 0.00562539
2 6 990.657 806.348 575.504 219.984 200034 10001 -1 10000 0.00562539
2 6 992.741 800.645 586.942 268.699 9223372036854775807 10001 -1 10000 0.00562539
2 6 999.944 783.537 621.255 269.696 200021 10001 -1 10000 0.00562539
2 7 1000.79 801.957 598.7 269.626 9223372036854775807 10001 -1 10000 0.00562539
2 7 996.687 812.991 576.568 221.885 200034 10001 -1 10000 0.00562539
2 7 1006.28 789.16 624.367 268.88 200021 10001 -1 10000 0.00562539
2 7 1005.19 791.573 619.526 220.637 413 10001 -1 10000 0.00562539
2 6 988.913 811.5 565.17 317.683 9223372036854775807 10001 -1 10000 0.00562539
2 6 990.871 805.742 576.72 318.019 9223372036854775807 10001 -1 10000 0.00562539
2 6 993.723 798.097 592.053 318.464 753 10001 -1 10000 0.00562539
2 6 996.573 791.126 606.034 318.871 9223372036854775807 10001 -1 10000 0.00562539
2 6 999.29 784.963 618.395 319.23 201079 10001 -1 10000 0.00562539
2 6 999.892 783.65 621.029 319.306 9223372036854775807 10001 -1 10000 0.00562539
2 6 1002.5 778.161 632.039 319.626 9223372036854775807 10001 -1 10000 0.00562539
2 7 995.643 816.09 570.354 320.066 9223372036854775807 10001 -1 10000 0.00562539
2 7 996.757 812.789 576.973 319.874 9223372036854775807 10001 -1 10000 0.00562539
2 7 997.597 810.398 581.769 319.734 9223372036854775807 10001 -1 10000 0.00562539
2 7 999.26 805.885 590.82 319.471 9223372036854775807 10001 -1 10000 0.00562539
2 7 999.905 804.202 594.197 319.373 753 10001 -1 10000 0.00562539
2 7 1002.87 796.894 608.854 318.947 9223372036854775807 10001 -1 10000 0.00562539
2 7 1004.07 794.099 614.461 318.784 201079 10001 -1 10000 0.00562539
2 6 995.13 794.583 599.1 465.053 200061 10001 -1 10000 0.00562539
2 6 990.883 805.708 576.787 416.021 9223372036854775807 10001 -1 10000 0.00562539
2 6 989.699 809.132 569.921 464.205 200024 10001 -1 10000 0.00562539
2 6 996.852 790.475 607.341 465.292 200559 10001 -1 10000 0.00562539
2 6 999.228 785.098 618.125 417.222 9223372036854775807 10001 -1 10000 0.00562539
2 7 1000.65 802.294 598.024 465.645 200061 10001 -1 10000 0.00562539
2 7 1000.85 801.788 599.037 465.616 200559 10001 -1 10000 0.00562539
2 7 1008.12 785.242 632.225 416.268 9223372036854775807 10001 -1 10000 0.00562539
2 7 1008.54 726.14 699.909 -25.5989 9223372036854775807 10001 -1 10000 0.00562539
2 7 1008.75 725.627 700.745 -25.6244 9223372036854775807 10001 -1 10000 0.00562539
2 7 1008.78 725.548 700.874 -25.6283 9223372036854775807 10001 -1 10000 0.00562539
2 7 1008.82 725.469 701.003 -25.6323 9223372036854775807 10001 -1 10000 0.00562539
2 7 1008.85 725.391 701.131 -25.6362 9223372036854775807 10001 -1 10000 0.00562539
2 7 1009.64 723.498 704.22 -25.7304 9223372036854775807 10001 -1 10000 0.00562539
2 6 988.913 759.155 633.746 23.6832 71 10001 -1 10000 0.00562539
2 6 989.893 755.71 639.367 72.238 200429 10001 -1 10000 0.00562539
2 6 1000.01 726.252 687.438 73.7042 200383 10001 -1 10000 0.00562539
2 6 998.124 731.116 679.501 25.0788 474 10001 -1 10000 0.00562539
2 7 1004.09 737.458 681.439 73.1644 200383 10001 -1 10000 0.00562539
2 7 1004.63 736.025 683.778 24.7097 474 10001 -1 10000 0.00562539
2 6 1006.43 711.03 712.278 172.462 9223372036854775807 10001 -1 10000 0.00562539
2 6 991.868 749.178 650.027 122.18 9223372036854775807 10001 -1 10000 0.00562539
2 6 989.417 757.367 636.664 170.156 10003 10001 -1 10000 0.00562539
2 6 999.136 728.474 683.812 123.21 9223372036854775807 10001 -1 10000 0.00562539
2 7 997.657 756.413 650.508 123.725 9223372036854775807 10001 -1 10000 0.00562539
2 7 998.034 755.19 652.503 123.664 9223372036854775807 10001 -1 10000 0.00562539
2 7 995.941 762.223 641.026 172.397 626 10001 -1 10000 0.00562539
2 7 996.952 758.753 646.689 172.224 10003 10001 -1 10000 0.00562539
2 7 1005.4 734.013 687.06 122.61 9223372036854775807 10001 -1 10000 0.00562539
2 6 991.329 750.913 647.196 220.093 9223372036854775807 10001 -1 10000 0.00562539
2 6 997.361 733.153 676.176 269.361 1118 10001 -1 10000 0.00562539
2 6 997.4 733.049 676.347 220.983 200473 10001 -1 10000 0.00562539
2 6 997.546 732.654 676.991 221.002 9223372036854775807 10001 -1 10000 0.00562539
2 6 999.367 727.883 684.778 221.24 239 10001 -1 10000 0.00562539
2 7 1005.84 732.87 688.926 220.553 9223372036854775807 10001 -1 10000 0.00562539
2 7 1007.9 727.704 697.356 220.296 239 10001 -1 10000 0.00562539
2 7 1007.93 727.625 697.485 220.292 239 10001 -1 10000 0.00562539
2 7 1003.84 738.128 680.345 269.198 1118 10001 -1 10000 0.00562539
2 7 1002.51 741.782 674.383 220.996 9223372036854775807 10001 -1 10000 0.00562539
2 7 1002.56 741.664 674.576 220.99 9223372036854775807 10001 -1 10000 0.00562539
2 7 1003.27 739.692 677.793 220.892 200473 10001 -1 10000 0.00562539
2 6 989.866 755.803 639.216 317.85 9223372036854775807 10001 -1 10000 0.00562539
2 6 994.828 740.212 664.657 367.009 313 10001 -1 10000 0.00562539
2 6 990.764 752.766 644.171 318.001 9223372036854775807 10001 -1 10000 0.00562539
2 7 999.719 749.919 661.104 367.785 9223372036854775807 10001 -1 10000 0.00562539
2 7 996.216 761.263 642.592 319.966 9223372036854775807 10001 -1 10000 0.00562539
2 7 997.378 757.333 649.006 368.154 9223372036854775807 10001 -1 10000 0.00562539
2 7 1002.12 742.9 672.559 367.435 313 10001 -1 10000 0.00562539
2 7 1003.72 738.47 679.788 318.831 9223372036854775807 10001 -1 10000 0.00562539
2 6 998.625 729.801 681.646 465.528 200032 10001 -1 10000 0.00562539
2 6 999.096 728.579 683.641 465.588 200881 10001 -1 10000 0.00562539
2 6 995.681 737.781 668.625 416.747 222 10001 -1 10000 0.00562539
2 7 1003.02 740.376 676.677 465.31 200881 10001 -1 10000 0.00562539
2 7 1004.4 736.63 682.791 465.123 200032 10001 -1 10000 0.00562539
2 7 1002.75 741.112 675.477 416.963 222 10001 -1 10000 0.00562539
2 6 1001.16 660.297 752.548 -24.3525 9223372036854775807 10001 -1 10000 0.00562539
2 6 1006.27 646.649 770.992 -23.7558 651 10001 -1 10000 0.00562539
2 7 1006.56 667.942 753.009 -25.3555 9223372036854775807 10001 -1 10000 0.00562539
2 7 1006.63 667.763 753.252 -25.3634 9223372036854775807 10001 -1 10000 0.00562539
2 7 1006.67 667.628 753.434 -25.3692 9223372036854775807 10001 -1 10000 0.00562539
2 7 1007.21 666.102 755.497 -25.436 9223372036854775807 10001 -1 10000 0.00562539
2 7 1009.79 658.964 765.143 -25.7481 9223372036854775807 10001 -1 10000 0.00562539
2 6 993.321 684.54 719.786 72.7876 9223372036854775807 10001 -1 10000 0.00562539
2 6 1006.43 646.245 771.538 74.4618 9223372036854775807 10001 -1 10000 0.00562539
2 6 992.092 688.865 713.941 24.2151 9223372036854775807 10001 -1 10000 0.00562539
2 6 992.558 687.204 716.186 24.2878 9223372036854775807 10001 -1 10000 0.00562539
2 6 992.698 686.71 716.853 24.3093 9223372036854775807 10001 -1 10000 0.00562539
2 6 1000.76 661.435 751.011 25.4144 9223372036854775807 10001 -1 10000 0.00562539
2 6 1005.32 649.089 767.695 25.9542 9223372036854775807 10001 -1 10000 0.00562539
2 6 1005.76 647.967 769.212 26.0032 9223372036854775807 10001 -1 10000 0.00562539
2 6 988.677 702.004 696.185 72.0241 335 10001 -1 10000 0.00562539
2 6 989.529 698.547 700.857 72.1752 200383 10001 -1 10000 0.00562539
2 6 995.723 676.564 730.565 24.7529 9223372036854775807 10001 -1 10000 0.00562539
2 6 1002.7 656.032 758.312 74.0339 124 10001 -1 10000 0.00562539
2 6 997.62 670.638 738.573 25.012 9223372036854775807 10001 -1 10000 0.00562539
2 7 999.888 688.863 724.737 73.7591 9223372036854775807 10001 -1 10000 0.00562539
2 7 1012.39 652.14 774.365 72.1536 9223372036854775807 10001 -1 10000 0.00562539
2 7 995.654 704.605 703.462 26.0641 9223372036854775807 10001 -1 10000 0.00562539
2 7 999.736 689.386 724.029 25.3987 9223372036854775807 10001 -1 10000 0.00562539
