event,barcode,charge,pt,d0
4508,10001,1,9097.67,62.1056
4509,10001,1,21741.8,-7.29806
4510,10001,-1,66878.5,90.0526
4511,10001,1,38808.7,23.2683
4512,10001,1,5848.69,-77.4636
4513,10001,1,9395.56,-33.6678
4514,10001,-1,191989,68.8822
4515,10001,1,10126.1,-69.3931
4516,10001,1,6537.57,-17.9324
4517,10001,-1,107502,41.4783
4518,10001,1,5173.15,37.8468
4519,10001,-1,5078.04,-65.2931
4520,10001,-1,259366,71.7463
4521,10001,-1,6970.44,-17.5009
4522,10001,1,12359.7,42.2022
4523,10001,1,7637.99,-3.29013
4524,10001,1,6199.97,-6.74029
4525,10001,1,9120.42,12.979
4526,10001,-1,8240.93,-58.562
4527,10001,-1,22845.7,-24.9384
4528,10001,-1,37783.4,74.5935
4529,10001,1,187029,-60.2789
4530,10001,-1,5144.53,27.3293
4531,10001,1,19662.4,5.44806
4532,10001,-1,24438.2,-67.5185
4533,10001,-1,5356.43,-67.6935
4534,10001,-1,5261.23,89.3525
4535,10001,-1,10911.1,48.9365
4536,10001,1,7666.12,82.2431
4537,10001,-1,15024.2,43.7134
4538,10001,1,5403.12,-84.5442
4539,10001,-1,25325.2,99.9384
4540,10001,-1,8741.78,72.0187
4541,10001,-1,7210.61,93.298
4542,10001,-1,26080.7,-34.6981
4543,10001,1,15614.9,11.0291
4544,10001,-1,12422.3,15.6343
4545,10001,1,10178,-32.2096
4546,10001,1,7405.07,-72.032
4547,10001,1,11592.5,-14.338
4548,10001,-1,13084.7,61.4355
4549,10001,1,63423.5,-18.4224
4550,10001,-1,36130.1,-98.7929
4551,10001,-1,5426.99,-67.2608
4552,10001,-1,6747.18,-6.21941
4553,10001,-1,14683.5,88.4134
4554,10001,1,34577.4,24.9353
4555,10001,1,90025.8,32.9966
4556,10001,1,9749.31,36.3156
4557,10001,-1,6119.42,5.48543
4558,10001,1,6104.89,-94.0553
4559,10001,-1,23414.8,-84.9012
4560,10001,1,10736.8,50.0919
4561,10001,1,10054,0.804528
4562,10001,-1,14786.7,-92.491
4563,10001,-1,9437.27,28.6095
4564,10001,-1,111712,-66.1211
4565,10001,-1,6318.77,10.5584
4566,10001,-1,99781.3,29.5584
4567,10001,-1,5915.09,81.4223
4568,10001,1,9520.66,9.39442
4569,10001,1,5796.56,34.5724
4570,10001,1,10815,66.5097
4571,10001,1,10142.7,-53.2475
4572,10001,-1,5389.78,67.9803
4573,10001,1,5198.13,-10.4498
4574,10001,1,14026.6,96.3286
4575,10001,1,18704.6,63.6023
4576,10001,-1,6652.25,-82.3065
4577,10001,1,54239.5,-43.3491
4578,10001,1,30513.6,34.4566
4579,10001,-1,8645.5,88.0268
4580,10001,1,8896.72,27.6375
4581,10001,1,8910.47,67.4139
4582,10001,-1,5470.2,2.40255
4583,10001,-1,10498.1,-32.7713
4584,10001,1,6191.49,-75.5514
4585,10001,-1,5862.5,-5.12096
4586,10001,-1,13856.9,-94.6907
4587,10001,-1,18732.9,-95.6828
4588,10001,1,5265.98,-25.0083
4589,10001,1,5455.58,82.4274
4590,10001,-1,5233.82,14.4813
4591,10001,-1,11071.7,17.943
4592,10001,1,5726.11,-59.1642
4593,10001,-1,5571.31,39.6549
4594,10001,-1,21421,-45.4519
4595,10001,1,27556.6,28.8587
4596,10001,-1,6754.7,52.6481
4597,10001,1,8911.17,-38.575
4598,10001,1,77972.9,-98.4218
4599,10001,-1,26015.3,16.3653
4600,10001,1,19195.5,-75.1123
4601,10001,-1,10523.7,-12.2087
4602,10001,1,13840.4,-85.5539
4603,10001,1,7547.72,-11.5211
4604,10001,-1,9621.11,-4.04304
4605,10001,-1,6129.03,9.04227
4606,10001,-1,8037.73,-39.7096
4607,10001,-1,17827.7,-32.0841
4608,10001,1,5090.91,16.0606
4609,10001,-1,15030.9,-0.0329926
4610,10001,-1,5168.03,-47.4283
4611,10001,1,16421.1,98.1063
4612,10001,-1,7760.5,7.92573
4613,10001,1,5273.36,-91.5279
4614,10001,-1,43430.2,-46.3194
4615,10001,-1,5248.9,99.0379
4616,10001,-1,11553.4,0.149679
4617,10001,-1,10672.1,85.3114
4618,10001,-1,6577.47,-58.7891
4619,10001,-1,6685.82,19.7714
4620,10001,-1,93068.2,46.3455
4621,10001,1,36364.3,-93.674
4622,10001,1,5235.82,38.6802
4623,10001,1,11427.2,-76.3221
4624,10001,1,7458.1,-93.1972
4625,10001,1,148257,48.3085
4626,10001,-1,12862,-1.95743
4627,10001,1,16519.9,39.1658
4628,10001,1,51927.2,-25.0832
4629,10001,-1,322461,-19.0222
4630,10001,1,30684.1,25.8747
4631,10001,1,5463.33,0.929613
4632,10001,1,14364.5,93.4597
4633,10001,-1,5865.89,29.2117
4634,10001,1,13373,-49.4598
4635,10001,-1,6986.28,42.6689
4636,10001,-1,6277.39,79.6686
4637,10001,1,9369.75,-23.7712
4638,10001,1,6564.35,-50.203
4639,10001,-1,14274.2,-8.95412
4640,10001,1,35259.5,-40.5825
4641,10001,-1,6201.15,-29.2413
4642,10001,1,6951.65,-91.229
4643,10001,1,24046.3,-36.1152
4644,10001,1,7621.23,-29.4006
4645,10001,1,8880.19,62.5242
4646,10001,1,5015.68,40.6083
4647,10001,-1,8750.79,-45.8897
4648,10001,1,34060,-92.2825
4649,10001,1,28666.3,-23.5305
4650,10001,1,15828,88.0688
4651,10001,-1,5894.4,-88.0469
4652,10001,-1,5130.12,-50.9521
4653,10001,1,6297.77,-64.75
4654,10001,-1,23547.5,-32.8405
4655,10001,1,5472.02,49.4468
4656,10001,-1,5421.29,-52.9474
4657,10001,1,22799.8,-61.955
4658,10001,1,39792.4,-33.3875
4659,10001,1,7552.31,-57.8827
4660,10001,1,7519.45,11.6209
4661,10001,-1,33460.9,-93.4746
4662,10001,1,5490.56,-41.9214
4663,10001,-1,5937.56,-46.7941
4664,10001,-1,8803.1,20.0586
4665,10001,1,7061.23,-29.4383
4666,10001,1,65534.7,-44.8164
4667,10001,-1,12840.8,77.0258
4668,10001,1,451191,63.853
4669,10001,1,135211,-35.7894
4670,10001,1,5622.77,-16.2074
4671,10001,1,8372.7,31.0475
4672,10001,1,7717.68,-0.10873
4673,10001,1,23185.5,67.0339
4674,10001,1,24628.4,17.9574
4675,10001,1,14881.3,76.6804
4676,10001,1,5440.88,-72.7743
4677,10001,-1,11099.3,10.862
4678,10001,1,6087.61,26.5531
4679,10001,-1,9836.48,-98.7089
4680,10001,-1,11590.1,20.7515
4681,10001,-1,18677.5,65.5554
4682,10001,-1,7124.02,51.1578
4683,10001,-1,20419,70.0547
4684,10001,-1,82059.2,63.3536
4685,10001,1,12753,-54.5873
4686,10001,-1,12536.7,62.0513
4687,10001,-1,12861.1,34.7865
4688,10001,-1,23029.2,-4.23774
4689,10001,1,17087.5,-90.1213
4690,10001,-1,5995.54,-34.5857
4691,10001,-1,31051.6,17.8593
4692,10001,1,13989.5,-42.0315
4693,10001,1,7375.47,-8.66161
4694,10001,-1,6802.13,-94.0241
4695,10001,1,8275.89,-35.3728
4696,10001,-1,5492.52,16.6657
4697,10001,1,7557.94,79.8234
4698,10001,1,5417.63,-23.8913
4699,10001,-1,57015.8,10.9026
4700,10001,-1,5236.61,-60.127
4701,10001,-1,8075.81,-62.9447
4702,10001,-1,8382.91,38.9839
4703,10001,-1,53107.9,-92.6677
4704,10001,1,5881.36,-72.6195
4705,10001,-1,29307.3,21.0538
4706,10001,1,5320.35,-94.7962
4707,10001,1,35248.5,42.1307
4708,10001,-1,7979.51,69.9451
4709,10001,-1,8973.34,88.4008
4710,10001,-1,25794.9,-97.353
4711,10001,-1,5747.08,16.8693
4712,10001,-1,8338.45,-45.1212
4713,10001,1,20055.6,-67.7414
4714,10001,1,15426.6,-89.7517
4715,10001,1,5400.48,19.3591
4716,10001,-1,96218.9,-65.6275
4717,10001,1,5335.58,-76.613
4718,10001,-1,6734.3,-24.7843
4719,10001,-1,5409.21,6.61371
4720,10001,-1,16323.5,20.3827
4721,10001,-1,5988.96,92.7281
4722,10001,-1,5742.27,53.5637
4723,10001,-1,10869.5,4.52651
4724,10001,1,6007.27,53.1777
4725,10001,-1,15950.3,-9.0391
4726,10001,1,6294.65,9.2295
4727,10001,1,5867.87,-79.1206
4728,10001,-1,10759.3,-46.433
4729,10001,-1,19127.6,-86.8003
4730,10001,-1,5449.59,-32.2982
4731,10001,-1,228224,-46.5771
4732,10001,-1,12936.5,-84.5025
4733,10001,1,6532.92,15.7959
4734,10001,-1,7932.67,1.51589
4735,10001,-1,5574.53,11.4525
4736,10001,1,19938.5,-97.0805
4737,10001,1,7086.53,-64.1389
4738,10001,-1,5625.93,-97.4284
4739,10001,-1,107806,-3.4344
4740,10001,1,5606.21,-23.3961
4741,10001,1,7764.54,-60.9134
4742,10001,-1,15854.1,-67.7593
4743,10001,1,12249.3,-67.6661
4744,10001,-1,6239.51,73.4961
4745,10001,1,11415,17.9924
4746,10001,-1,8007.74,51.787
4747,10001,1,43719.3,76.2509
4748,10001,-1,5007.88,-63.0798
4749,10001,1,5744.68,-47.5813
4750,10001,1,8099.47,7.59162
4751,10001,-1,6131.06,18.1494
4752,10001,1,6320.81,-9.084
4753,10001,-1,8921.16,34.5605
4754,10001,-1,6626.98,80.2449
4755,10001,1,14044.3,68.1682
4756,10001,-1,5451.44,-28.5842
4757,10001,-1,13261.5,-0.113874
4758,10001,-1,17540.4,60.8323
4759,10001,1,17035.3,-53.409
4760,10001,-1,5449.67,-54.3374
4761,10001,1,13974.1,-15.5593
4762,10001,1,15630.9,45.7852
4763,10001,1,5109.03,-88.2935
4764,10001,1,15490.7,-29.116
4765,10001,-1,5400.69,15.5102
4766,10001,1,21481.8,-22.733
4767,10001,1,10466,-62.5719
4768,10001,-1,5122.04,73.1723
4769,10001,1,8534.01,-22.6797
4770,10001,1,7802.17,-97.1812
4771,10001,1,5636.9,13.2811
4772,10001,-1,5824.54,97.9084
4773,10001,-1,5359.98,-64.91
4774,10001,1,27563,40.9252
4775,10001,1,9605.58,-83.0553
4776,10001,-1,8201.67,15.1245
4777,10001,1,5936.96,40.3263
4778,10001,-1,24459,-9.0288
4779,10001,-1,38008.8,-56.7935
4780,10001,1,21849.5,-53.6415
4781,10001,1,6811.54,99.5981
4782,10001,-1,13115.3,-93.2283
4783,10001,-1,10083.6,93.9166
4784,10001,-1,5604.64,20.2862
4785,10001,1,6950.57,-75.8584
4786,10001,1,8626.12,4.21591
4787,10001,1,84448.8,-39.8664
4788,10001,-1,11889.7,21.1176
4789,10001,-1,22855.3,-89.9956
4790,10001,-1,8820.78,50.5179
4791,10001,-1,8964.63,-81.7894
4792,10001,-1,15663.2,1.32179
4793,10001,-1,40003.9,-25.7893
4794,10001,-1,6982.99,59.7349
4795,10001,1,14815.8,87.6619
4796,10001,1,21014.1,15.438
4797,10001,-1,15899.2,-85.0782
4798,10001,-1,6289.9,-31.6311
4799,10001,1,33950.7,-0.562577
4800,10001,-1,5505.96,-1.60963
4801,10001,-1,41627.7,-79.9057
4802,10001,-1,10263.2,5.40364
4803,10001,-1,10760.6,48.0042
4804,10001,-1,8881.66,-1.69805
4805,10001,-1,20188.1,40.461
4806,10001,-1,19371.1,-77.5067
4807,10001,1,13877.3,-76.1316
4808,10001,-1,6358.14,-26.7438
4809,10001,-1,19586.1,51.6977
4810,10001,1,40269.4,87.3219
4811,10001,-1,7250.61,-86.7015
4812,10001,1,106833,-1.81773
4813,10001,-1,5925.52,-0.590531
4814,10001,1,5031.23,-87.9513
4815,10001,-1,13274.4,74.7
4816,10001,-1,320447,9.04877
4817,10001,1,5506.13,84.7012
4818,10001,1,6221.36,-30.1224
4819,10001,1,40693.3,-71.3319
4820,10001,-1,6049.98,44.6382
4821,10001,-1,44731.3,24.0093
4822,10001,1,7408.75,25.5033
4823,10001,1,5065.76,27.2545
4824,10001,1,8108.69,25.054
4825,10001,-1,15906.2,77.4974
4826,10001,1,8009.04,-51.5727
4827,10001,-1,10019.7,-34.6548
4828,10001,1,5564.05,0.712873
4829,10001,-1,209991,-22.7687
4830,10001,-1,10951.5,-3.33307
4831,10001,1,10513.5,-92.9507
4832,10001,1,7276.34,-72.3174
4833,10001,1,6271.22,8.76412
4834,10001,-1,11276.2,2.83843
4835,10001,1,11058.2,-20.5485
4836,10001,1,22134.5,-78.377
4837,10001,-1,9107.71,-15.6019
4838,10001,-1,7048.19,65.7485
4839,10001,1,5373.04,-56.3651
4840,10001,1,12933.9,-59.187
4841,10001,1,18110.1,15.1868
4842,10001,1,5499.39,7.90681
4843,10001,1,18132.5,33.4857
4844,10001,1,6959.3,-27.7821
4845,10001,-1,12247.2,79.7469
4846,10001,-1,8315.43,91.1432
4847,10001,1,29854,-25.7732
4848,10001,1,7012.3,73.5639
4849,10001,1,8316.69,77.8245
4850,10001,1,17105.9,-38.8275
4851,10001,-1,10097.7,-83.1039
4852,10001,1,9942.62,1.98892
4853,10001,-1,8940.14,-74.1932
4854,10001,-1,9816.56,-96.6354
4855,10001,1,9436.2,-83.5997
4856,10001,-1,11600.5,-21.7672
4857,10001,1,7375.81,-10.0403
4858,10001,1,5731.65,-45.732
4859,10001,1,9843.24,-66.2705
4860,10001,1,6095.79,-58.853
4861,10001,1,5270.23,40.9508
4862,10001,1,133022,-51.6724
4863,10001,-1,126034,-19.2128
4864,10001,1,12568.2,77.9753
4865,10001,1,47114.5,13.2442
4866,10001,-1,7508.52,8.71349
4867,10001,1,33059.2,73.0546
4868,10001,1,7939.85,-93.0876
4869,10001,-1,16123.5,-32.6958
4870,10001,1,8430.42,-66.2628
4871,10001,1,6168.06,57.2154
4872,10001,-1,10882.4,-63.8945
4873,10001,1,7411.61,-71.332
4874,10001,-1,21708.7,44.7695
4875,10001,-1,26075.2,72.7225
4876,10001,-1,19916.1,-77.0519
4877,10001,-1,16149.3,-54.9213
4878,10001,-1,5791.13,-33.773
4879,10001,1,6269.89,46.8456
4880,10001,-1,21430.5,-9.57349
4881,10001,-1,7461.83,-10.3347
4882,10001,1,25368.2,-49.9677
4883,10001,1,435945,67.9933
4884,10001,-1,11863.6,-28.4956
4885,10001,1,36229.6,-70.7351
4886,10001,-1,5476.81,-70.9671
4887,10001,-1,9000.19,36.8022
4888,10001,1,97016.6,-70.697
4889,10001,1,5443.68,-62.3672
4890,10001,-1,11352.7,49.8887
4891,10001,1,90242.3,53.7455
4892,10001,1,5811.82,26.9777
4893,10001,-1,5210.56,98.6012
4894,10001,1,10514,61.4384
4895,10001,1,5769.25,60.8548
4896,10001,1,10589.5,14.4304
4897,10001,-1,9498.76,69.1877
4898,10001,1,43942.3,61.2874
4899,10001,-1,8415.06,-82.35
4900,10001,-1,8184.63,-29.2529
4901,10001,1,174077,-78.6278
4902,10001,1,19316.4,-9.41646
4903,10001,1,7465.13,-97.1579
4904,10001,1,8666.92,7.90969
4905,10001,-1,5263.68,89.2707
4906,10001,1,10248.9,-84.6385
4907,10001,1,93912.6,72.1148
4908,10001,1,8002.07,96.8626
4909,10001,-1,16421.9,-55.5423
4910,10001,-1,37484.5,28.6413
4911,10001,-1,14140.4,-81.9842
4912,10001,1,19544.8,-32.9051
4913,10001,-1,5551.65,-94.3534
4914,10001,1,5682.65,-12.1263
4915,10001,-1,15263.1,-57.0469
4916,10001,1,5677.99,-84.2002
4917,10001,-1,12218.1,-89.8535
4918,10001,1,5222.01,60.0762
4919,10001,1,6037.79,50.0274
4920,10001,-1,6501.65,41.6275
4921,10001,-1,79674.5,6.5336
4922,10001,1,7228.23,-11.7303
4923,10001,1,114070,33.055
4924,10001,-1,5489.92,38.0863
4925,10001,1,5058.75,22.7884
4926,10001,1,6145.74,-62.0718
4927,10001,1,8136.51,-98.2244
4928,10001,1,9711.99,-55.4644
4929,10001,1,22371.7,-11.76
4930,10001,1,5874.1,-84.4779
4931,10001,1,33289.2,54.8325
4932,10001,-1,27557.1,-4.55242
4933,10001,-1,5443.63,-96.9619
4934,10001,1,5130.22,49.1718
4935,10001,-1,5800.37,22.761
4936,10001,-1,20570.1,-15.2562
4937,10001,-1,8269.2,72.1928
4938,10001,-1,402819,62.5467
4939,10001,-1,58310,96.0493
4940,10001,1,34075.1,48.6673
4941,10001,1,6740.43,-32.4679
4942,10001,1,5383.89,-95.9833
4943,10001,-1,7349.66,-88.0632
4944,10001,1,74471.2,33.503
4945,10001,1,10677,59.0864
4946,10001,-1,14439.2,75.853
4947,10001,1,116803,79.0252
4948,10001,-1,5244.77,-92.7763
4949,10001,-1,12959.9,91.1209
4950,10001,1,8332.76,-42.3907
4951,10001,1,5027.7,22.7931
4952,10001,-1,5878.97,2.94559
4953,10001,-1,8340.44,-10.2088
4954,10001,1,29054.2,-98.0118
4955,10001,-1,6310.42,-96.015
4956,10001,1,13572.1,-14.8048
4957,10001,1,14526.1,6.85784
4958,10001,-1,14117.7,-85.9384
4959,10001,-1,7588.07,-92.305
4960,10001,-1,5714.42,-96.9382
4961,10001,1,5027.43,53.317
4962,10001,-1,18772.4,-70.3274
4963,10001,-1,5403.96,9.14918
4964,10001,1,49093.5,60.2162
4965,10001,1,65882.4,-17.3709
4966,10001,-1,6332.05,-17.296
4967,10001,1,7773.46,-27.0064
4968,10001,-1,5155.65,-98.2399
4969,10001,1,18339.5,-1.11888
4970,10001,1,7251.53,37.8098
4971,10001,-1,6741.4,-82.9123
4972,10001,1,9156.9,-1.2291
4973,10001,1,13440.5,-57.2399
4974,10001,1,27088,29.6788
4975,10001,-1,5937.5,94.3659
4976,10001,1,6157.91,-34.2039
4977,10001,1,30922.6,51.3012
4978,10001,1,41170.1,-56.447
4979,10001,1,103443,-29.7885
4980,10001,1,85287,11.3322
4981,10001,1,37562.8,-77.035
4982,10001,1,29304.7,-42.5564
4983,10001,-1,287849,91.9187
4984,10001,1,69435.7,77.9025
4985,10001,-1,7567.28,69.6418
4986,10001,1,7698.35,-93.0572
4987,10001,-1,7435.42,12.3739
4988,10001,1,58359.6,31.8577
4989,10001,-1,40772.1,9.57692
4990,10001,1,7766.36,-82.9944
4991,10001,-1,52507.8,-98.1473
4992,10001,-1,6692.58,-86.9859
4993,10001,-1,9092.73,-52.3851
4994,10001,1,5320.84,-68.156
4995,10001,1,15266.9,38.0652
4996,10001,1,6266.89,-26.0423
4997,10001,1,32885.6,-86.5766
4998,10001,-1,13699,37.5014
4999,10001,-1,5012.57,-27.6695
5000,10001,1,8324.23,65.4121
5001,10001,1,14003.8,-90.1931
5002,10001,-1,141967,11.9101
5003,10001,1,10106.7,-42.1356
5004,10001,1,8126.3,-11.1952
5005,10001,1,31693.3,52.0598
5006,10001,1,8650.78,7.05358
5007,10001,-1,65767.5,-75.5988
5008,10001,-1,9687.26,-91.7934
5009,10001,-1,15697.8,51.9381
5010,10001,-1,10149.2,35.2359
5011,10001,1,10243,32.626
5012,10001,-1,107146,-89.9136
5013,10001,1,6298.07,33.3989
5014,10001,1,5197.65,-63.0922
5015,10001,-1,13751.5,68.3108
5016,10001,1,128537,66.7297
5017,10001,-1,8362.46,96.8764
5018,10001,-1,24488.2,-98.6884
5019,10001,1,6421.15,8.01723
5020,10001,1,5036.16,-44.6702
5021,10001,-1,8661.99,-5.30291
5022,10001,-1,15390.1,-4.67575
5023,10001,1,11569.6,-21.5943
5024,10001,-1,11830,-33.3795
5025,10001,-1,15813.8,25.1426
5026,10001,-1,7495.21,78.4148
5027,10001,1,56377.3,84.941
5028,10001,1,11811.2,-54.6195
5029,10001,1,29306.7,17.8894
5030,10001,-1,6890.26,-94.7106
5031,10001,-1,7167.86,-78.1611
5032,10001,-1,5982.59,-95.3226
5033,10001,1,40619.8,11.8171
5034,10001,1,70951.5,-78.0712
5035,10001,-1,9547.28,-26.0717
5036,10001,-1,329963,-16.1126
5037,10001,1,68045.5,75.4815
5038,10001,1,5505.06,35.9551
5039,10001,1,11478.3,87.7672
5040,10001,1,16451.5,13.5067
5041,10001,-1,5126.52,-45.2652
5042,10001,-1,6027.76,89.8412
5043,10001,1,5075.23,68.236
5044,10001,1,5011.24,-71.284
5045,10001,-1,21020.2,31.2864
5046,10001,-1,5719.55,52.6464
5047,10001,1,7062.26,81.3283
5048,10001,-1,21891.3,57.0063
5049,10001,-1,5315.06,-38.6826
5050,10001,-1,5107.89,72.4447
5051,10001,1,5378.51,-54.094
5052,10001,1,12982.3,30.4527
5053,10001,-1,9604.59,35.1812
5054,10001,1,5646.82,-65.6473
5055,10001,1,429300,-32.7158
5056,10001,-1,9347.83,-39.0493
5057,10001,-1,12201,26.2095
5058,10001,1,12183.6,-25.8242
5059,10001,-1,5255.07,73.8057
5060,10001,1,14718.3,13.756
5061,10001,1,7952.28,-86.498
5062,10001,1,7385.75,-76.944
5063,10001,-1,79508.8,-29.2903
5064,10001,1,7070.8,25.6083
5065,10001,-1,6760.26,-82.9735
5066,10001,-1,9124.47,35.7782
5067,10001,1,6671.29,4.63398
5068,10001,1,28829.8,45.7644
5069,10001,1,15798.7,-65.4922
5070,10001,1,17591.8,10.6611
5071,10001,-1,37652.2,43.0698
5072,10001,1,43865.4,-55.1467
5073,10001,-1,11074,-94.7598
5074,10001,1,5378.04,20.4729
5075,10001,1,6405.89,-86.9097
5076,10001,1,6234.08,14.996
5077,10001,-1,93542.9,6.05259
5078,10001,1,5363.99,-92.5255
5079,10001,1,6104.82,55.3945
5080,10001,1,10842.4,24.1236
5081,10001,1,7059.7,10.8805
5082,10001,1,7085.43,-56.2219
5083,10001,1,12440.3,-0.680934
5084,10001,-1,32479.5,-20.8856
5085,10001,-1,6867.03,42.0243
5086,10001,1,5618.07,73.1405
5087,10001,-1,6482.27,-82.8911
5088,10001,1,6864.67,-24.2141
5089,10001,1,11311.6,61.9439
5090,10001,-1,20364.8,-64.3481
5091,10001,-1,6499.24,64.4302
5092,10001,-1,19154.3,-89.7792
5093,10001,-1,5438.53,23.899
5094,10001,-1,7555.73,64.603
5095,10001,-1,6066.3,-68.2535
5096,10001,-1,9492.39,-33.5182
5097,10001,1,12203.5,-51.6817
5098,10001,1,9326.62,-39.2746
5099,10001,1,22884.2,70.2885
5100,10001,1,10415.9,-41.0483
5101,10001,-1,6326,-1.1449
5102,10001,1,5093.97,-3.9382
5103,10001,1,5174.47,-56.9898
5104,10001,-1,224728,-98.9882
5105,10001,-1,5777.1,-91.3819
5106,10001,-1,199661,-30.6705
5107,10001,-1,19082.1,33.388
5108,10001,-1,5463.04,84.9578
5109,10001,-1,6692.83,-28.8694
5110,10001,-1,9020.25,4.60493
5111,10001,1,6697.24,81.0658
5112,10001,1,209216,-99.9236
5113,10001,1,46862.2,-65.625
5114,10001,-1,25242.6,8.86268
5115,10001,-1,43264.7,-84.2997
5116,10001,1,8884.25,-72.0889
5117,10001,1,8747.93,24.6006
5118,10001,1,8170.23,-21.1819
5119,10001,-1,8366.04,34.9262
5120,10001,1,11034.7,-63.9675
5121,10001,-1,5675.3,75.9362
5122,10001,-1,11122.7,-16.7454
5123,10001,1,7899.72,-87.4971
5124,10001,-1,7550.75,-90.6925
5125,10001,-1,10500.3,52.8536
5126,10001,1,18213.7,-44.1973
5127,10001,-1,9064.55,13.9316
5128,10001,-1,6231.12,25.1569
5129,10001,-1,17333.7,-4.98582
5130,10001,-1,5084.11,-83.0613
5131,10001,-1,20655.7,28.2801
5132,10001,-1,14361.8,-36.6266
5133,10001,-1,88446.8,2.24281
5134,10001,-1,34177.3,-50.4344
5135,10001,-1,6707.34,25.8073
5136,10001,-1,32379.1,83.2671
5137,10001,-1,6796.51,-42.2196
5138,10001,-1,11073.5,22.5085
5139,10001,1,11289.9,-68.8201
5140,10001,-1,10597.6,-82.9724
5141,10001,-1,14495.3,74.9
5142,10001,1,5284.37,66.9216
5143,10001,1,27300.8,-26.7015
5144,10001,-1,7987.95,7.23888
5145,10001,1,7396.35,95.9841
5146,10001,-1,5077.04,29.4612
5147,10001,-1,5756.49,34.1566
5148,10001,1,8821.49,-38.2454
5149,10001,-1,5157.1,-27.6283
5150,10001,-1,20148.5,46.8746
5151,10001,-1,7692.53,-15.8407
5152,10001,1,7797.13,84.6987
5153,10001,-1,8984.91,-63.3865
5154,10001,-1,17452.7,-96.1497
5155,10001,1,87232.8,-69.0437
5156,10001,-1,11351.1,99.0944
5157,10001,-1,57415,-21.2163
5158,10001,-1,8482.32,-35.7116
5159,10001,-1,6153.81,73.4258
5160,10001,1,15412.6,-84.2323
5161,10001,1,11448,-70.0262
5162,10001,1,6225.69,-12.3281
5163,10001,-1,16325.4,3.48145
5164,10001,1,8964.37,75.9418
5165,10001,1,9750.08,-97.1491
5166,10001,1,7658.04,21.7929
5167,10001,-1,5674.81,-71.1747
5168,10001,1,12524.5,-59.0004
5169,10001,-1,13109,-85.0976
5170,10001,-1,7512.47,-9.62457
5171,10001,-1,7902.95,-11.7803
5172,10001,1,24575.1,-97.1541
5173,10001,1,8456.9,-51.155
5174,10001,1,6500.95,-33.4486
5175,10001,1,6455.69,-78.7818
5176,10001,1,28751.6,-37.4944
5177,10001,-1,26564.4,43.5686
5178,10001,-1,6084.67,-47.4164
5179,10001,1,37406.9,-94.6492
5180,10001,-1,10829.4,-45.7329
5181,10001,-1,12098.8,99.1587
5182,10001,1,6250.9,-63.6764
5183,10001,-1,46709.4,75.5374
5184,10001,-1,14962.4,-30.2293
5185,10001,1,13559.8,-15.6628
5186,10001,1,6655.01,-97.0514
5187,10001,-1,31825.3,-38.0901
5188,10001,1,18679.7,13.1903
5189,10001,-1,6904.54,-5.86959
5190,10001,1,6374.8,30.5678
5191,10001,-1,8075.96,9.14662
5192,10001,-1,9746.25,85.2883
5193,10001,1,233531,36.8285
5194,10001,1,6490.26,9.18536
5195,10001,-1,8615.83,-35.7041
5196,10001,1,14960.6,71.1521
5197,10001,1,7226.68,22.1068
5198,10001,1,8168.73,53.6388
5199,10001,1,15881.3,55.2791
5200,10001,1,5806.22,90.126
5201,10001,1,297481,-72.225
5202,10001,1,5880.98,-86.4463
5203,10001,1,8538.07,-82.9087
5204,10001,1,14820,23.9772
5205,10001,1,54819,26.3217
5206,10001,1,13624.7,-50.6751
5207,10001,1,127740,59.2752
5208,10001,1,6022.02,60.5744
5209,10001,-1,11576.1,43.8099
5210,10001,1,30339.1,55.309
5211,10001,-1,22716.9,96.3686
5212,10001,-1,7914.04,12.8171
5213,10001,-1,7396.4,35.3732
5214,10001,-1,67869,91.0884
5215,10001,1,20116.2,-7.88904
5216,10001,1,7937.68,-62.6621
5217,10001,-1,56668.8,44.4543
5218,10001,-1,5443.55,23.4778
5219,10001,1,5873.29,-64.2624
5220,10001,1,12932.7,92.1993
5221,10001,1,32645.3,76.855
5222,10001,-1,5961.68,-79.564
5223,10001,-1,10667.3,-90.2266
5224,10001,-1,134232,80.8899
5225,10001,1,44004.9,71.6308
5226,10001,1,8576.48,-99.101
5227,10001,1,10365.9,27.415
5228,10001,1,13084.3,8.85301
5229,10001,-1,5250.59,-50.4991
5230,10001,1,5017.4,5.76626
5231,10001,-1,5107.47,86.7066
5232,10001,1,5317.34,-46.1183
5233,10001,1,9157.93,-9.74854
5234,10001,1,34845.7,42.8752
5235,10001,1,42824.8,59.3111
5236,10001,-1,49301.6,-77.1459
5237,10001,-1,5075.38,-84.8797
5238,10001,-1,38404.8,-66.9994
5239,10001,1,590332,79.3663
5240,10001,-1,7593.75,-69.3316
5241,10001,1,11527,-20.7376
5242,10001,1,17654.6,-95.763
5243,10001,1,10560.4,8.79988
5244,10001,1,5162.24,-76.3979
5245,10001,1,93641.5,-34.3879
5246,10001,1,9727.58,-20.7125
5247,10001,1,7979.22,8.85283
5248,10001,-1,8846.69,-70.5327
5249,10001,-1,15489.8,-63.2515
5250,10001,-1,5876.73,82.2212
5251,10001,1,15344.1,-21.1793
5252,10001,1,17164.4,65.0462
5253,10001,1,12031.7,-26.807
