event,barcode,charge,pt,d0
264,10001,-1,48380.1,19.7927
265,10001,-1,5801.12,1.12178
266,10001,1,10514.5,-4.14115
267,10001,-1,7984.14,91.0441
268,10001,1,6217.55,37.3011
269,10001,1,17482.6,52.8328
270,10001,-1,8653.39,88.6745
271,10001,-1,5053.6,-95.339
272,10001,1,15308.9,38.5452
273,10001,-1,8892.72,-9.54883
274,10001,-1,10254,-24.897
275,10001,1,9704.83,28.2629
276,10001,-1,7450.43,-54.7327
277,10001,-1,5318.49,16.102
278,10001,-1,7114.15,18.2404
279,10001,1,8937.69,1.38984
280,10001,-1,5626.18,-11.4741
281,10001,-1,6715.26,-12.8087
282,10001,-1,15885.8,-17.4515
283,10001,1,14211.8,4.92617
284,10001,-1,9974.06,-16.882
285,10001,-1,8783.9,41.955
286,10001,-1,22127.4,-81.9618
287,10001,1,16998.4,42.6832
288,10001,-1,8770.92,23.1551
289,10001,-1,15468.7,87.7175
290,10001,-1,9066.4,76.4629
291,10001,1,5047.47,-32.2971
292,10001,1,6024.88,-7.52582
293,10001,1,272992,48.5203
294,10001,1,13066.9,35.1722
295,10001,1,15944.2,-5.43037
296,10001,1,5096.94,-78.907
297,10001,1,33398.7,92.7333
298,10001,1,5377.34,-37.7239
299,10001,-1,70943.3,-4.72364
300,10001,-1,8172.75,-34.9967
301,10001,-1,8206.21,4.65314
302,10001,1,121269,72.48
303,10001,1,6055.05,13.2767
304,10001,1,89432.8,-88.3961
305,10001,1,27160.8,-1.49464
306,10001,1,6020.78,39.7217
307,10001,-1,7694.61,91.5867
308,10001,-1,13555.2,0.157122
309,10001,1,6613.43,57.196
310,10001,1,12243.1,43.3659
311,10001,-1,50297,50.1703
312,10001,-1,6099.77,-17.3247
313,10001,1,5047.23,79.0481
314,10001,-1,136234,-91.0252
315,10001,1,10806.5,-80.0288
316,10001,1,28483.9,-88.1872
317,10001,-1,5056.72,-24.1051
318,10001,1,6445.64,-86.9844
319,10001,1,6011,29.0453
320,10001,1,58629.8,97.1383
321,10001,1,12512.4,-54.981
322,10001,1,6940.94,13.5657
323,10001,1,10401.3,-61.3123
324,10001,1,24867.6,-84.1784
325,10001,-1,5224.79,66.3181
326,10001,-1,17961.9,-59.5852
327,10001,1,16816.3,10.826
328,10001,1,12581.3,-33.368
329,10001,1,9746.37,-41.6411
330,10001,1,13059.8,98.1502
331,10001,-1,24635.8,-91.1311
332,10001,1,7244.8,32.0989
333,10001,1,10743.6,2.57898
334,10001,1,68871.3,-0.400035
335,10001,1,24641.6,43.5328
336,10001,-1,8752.77,37.5564
337,10001,-1,13737.3,66.7594
338,10001,1,19423.2,-43.797
339,10001,-1,8332.72,81.7262
340,10001,-1,8639.31,-85.9162
341,10001,1,15923.7,-99.6519
342,10001,1,6470.98,30.5163
343,10001,1,10632.6,-93.9557
344,10001,-1,6975.31,-51.5246
345,10001,-1,9464.63,-47.5335
346,10001,-1,5458.63,-86.2161
347,10001,-1,10181.7,-82.4143
348,10001,1,28668.5,-36.5574
349,10001,1,7776.02,65.3561
350,10001,1,33175.3,-29.9026
351,10001,1,6627.9,-50.3298
352,10001,-1,10522.4,61.3326
353,10001,1,8473.57,44.7062
354,10001,1,5967.18,85.4858
355,10001,-1,7851.13,24.7527
356,10001,-1,19601.4,-41.2307
357,10001,-1,5798.99,22.6764
358,10001,1,87237.3,-50.4274
359,10001,-1,160652,85.6384
360,10001,1,7629.78,-33.3331
361,10001,1,7262.24,-22.9892
362,10001,1,5671.16,-33.1037
363,10001,1,10078,-35.1757
364,10001,-1,14887,34.0087
365,10001,-1,38499.7,-15.0274
366,10001,1,6173.93,82.6264
367,10001,-1,132498,-37.8848
368,10001,-1,5794.07,-18.3933
369,10001,1,41876,55.7866
370,10001,-1,11926.2,63.5133
371,10001,-1,13812.4,-3.44474
372,10001,1,16631.6,-97.1283
373,10001,1,9076.97,66.2255
374,10001,-1,8369.08,47.5327
375,10001,-1,38393.3,46.3704
376,10001,1,5381,88.1378
377,10001,1,5510.05,60.6623
378,10001,1,143258,-47.6832
379,10001,1,5177.87,-40.9756
380,10001,1,11420,-71.2884
381,10001,-1,5122.55,44.52
382,10001,-1,15030.7,-21.8213
383,10001,1,6489.47,72.0464
384,10001,-1,11252.2,50.0406
385,10001,-1,8235.31,-81.7905
386,10001,1,20138.4,11.1552
387,10001,1,122556,4.84552
388,10001,-1,307239,-72.3261
389,10001,1,6558.11,-30.2868
390,10001,1,17120.9,92.2263
391,10001,-1,6262.31,61.4231
392,10001,1,12846.3,0.0836003
393,10001,1,5811.97,59.1513
394,10001,1,5217.17,7.0725
395,10001,-1,5330.53,74.2299
396,10001,1,5928.43,-87.0688
397,10001,-1,7968.37,94.8641
398,10001,-1,8754.01,-64.5331
399,10001,-1,7105.71,-64.3012
400,10001,1,8576.36,-2.15883
401,10001,1,6073.07,95.2183
402,10001,-1,6097.7,6.42174
403,10001,-1,9598.37,-71.76
404,10001,-1,39387.7,19.6107
405,10001,1,24046.2,-49.7295
406,10001,1,18584.1,94.0267
407,10001,-1,8929.36,-63.5613
408,10001,1,6582.47,-39.71
409,10001,-1,9181.05,-79.4824
410,10001,1,33222.1,31.6321
411,10001,-1,5586.92,26.6403
412,10001,1,40013.7,72.1784
413,10001,-1,289581,65.7281
414,10001,-1,27479.7,41.0984
415,10001,-1,8400.82,-46.4978
416,10001,1,29728.5,18.006
417,10001,1,22152.8,-47.1283
418,10001,1,11665.8,-80.924
419,10001,1,19060.7,-44.0284
420,10001,-1,13419.2,0.586221
421,10001,1,5280.89,63.2124
422,10001,-1,36446.2,-42.2597
423,10001,1,6680.15,64.536
424,10001,1,286088,62.9199
425,10001,-1,60240,-15.3915
426,10001,1,23434.3,83.5481
427,10001,-1,77580,92.2775
428,10001,1,15632.6,-56.7863
429,10001,-1,17113.7,12.6754
430,10001,1,7089.35,-67.0283
431,10001,-1,7340.94,-39.2044
432,10001,-1,6559.08,54.3949
433,10001,-1,5314.07,32.6818
434,10001,1,10098.1,-42.6414
435,10001,1,9812.98,91.8477
436,10001,1,134533,11.246
437,10001,1,20441.7,62.3558
438,10001,-1,8585.58,46.2388
439,10001,-1,38901.3,-3.997
440,10001,-1,5783.62,11.4316
441,10001,1,16750.6,27.1568
442,10001,-1,9004.08,15.2825
443,10001,-1,123283,60.0109
444,10001,-1,8579.14,-95.2393
445,10001,1,8358.55,6.6631
446,10001,-1,17396.5,-31.8446
447,10001,-1,7226.09,-24.719
448,10001,1,15253.2,-5.13742
449,10001,-1,14161.1,-51.728
450,10001,1,5651.3,-18.7528
451,10001,-1,143539,74.6342
452,10001,-1,14616.2,89.4657
453,10001,1,11085.8,-27.361
454,10001,-1,5169.97,82.2118
455,10001,1,6320.23,54.2485
456,10001,1,5152.88,-65.1669
457,10001,-1,5411.61,9.76352
458,10001,-1,72495.3,-89.6691
459,10001,-1,9326.05,-43.9222
460,10001,1,6081.83,94.2275
461,10001,-1,8657.64,53.4403
462,10001,1,47629.4,66.3076
463,10001,1,16330.3,70.4821
464,10001,-1,18859.2,-21.2738
465,10001,1,5891.38,4.9288
466,10001,-1,12571.2,30.2521
467,10001,1,63949.1,-31.7232
468,10001,-1,9854.81,89.6781
469,10001,1,5710.19,-48.962
470,10001,-1,470508,-62.1613
471,10001,1,14099.9,8.30537
472,10001,-1,5241.83,-50.3085
473,10001,1,10143.7,94.6111
474,10001,-1,5064.16,-16.7087
475,10001,1,11562.9,-49.9073
476,10001,1,5975.67,-32.6062
477,10001,-1,56440.7,69.6944
478,10001,-1,5918.82,51.189
479,10001,-1,5681.75,20.6036
480,10001,1,121066,47.8679
481,10001,1,48866.5,69.024
482,10001,-1,20088.2,18.1413
483,10001,1,16499.3,-72.7043
484,10001,1,7904.14,22.7101
485,10001,1,5595.87,29.1219
486,10001,-1,6442.7,42.4158
487,10001,-1,16167.5,-81.558
488,10001,1,9663.14,67.745
489,10001,1,12654,4.18119
490,10001,-1,6071.49,-32.6805
491,10001,-1,27067.4,6.95276
492,10001,-1,9593.09,41.879
493,10001,1,18371,15.7678
494,10001,1,5136.23,87.8362
495,10001,1,209493,-33.6395
496,10001,-1,13611.7,22.4224
497,10001,-1,27047.7,-55.2135
498,10001,-1,13191.6,-37.9428
499,10001,-1,8506.78,-52.4143
500,10001,-1,8792.51,-33.2725
501,10001,1,10284.3,-45.9269
502,10001,-1,10090.1,49.4193
503,10001,1,16053.7,-44.9698
504,10001,1,20437.3,82.0525
505,10001,-1,7839.65,-54.907
506,10001,-1,10981,-16.7818
507,10001,1,7209.61,-29.8698
508,10001,-1,12484.3,45.8862
509,10001,-1,5247.24,-24.2895
510,10001,1,8974.74,81.3859
511,10001,-1,6380.15,40.8119
512,10001,1,8269.83,76.5316
513,10001,-1,6315.22,56.9514
514,10001,-1,27647.2,-33.314
515,10001,-1,7227.42,-9.88294
516,10001,-1,6471.9,-54.5536
517,10001,-1,6765.72,-18.0023
518,10001,-1,19248.9,-24.0122
519,10001,-1,10768.3,87.6475
520,10001,-1,62392.4,93.3098
521,10001,1,7087.39,77.7767
522,10001,1,6856.57,57.4855
523,10001,-1,35526.7,-13.4604
524,10001,-1,6315.91,-29.5327
525,10001,1,22512.1,-63.1354
526,10001,1,5195.06,54.9723
527,10001,1,6991.9,-88.5347
528,10001,1,8508.27,86.846
529,10001,-1,7337.05,81.8852
530,10001,1,8860.95,-17.8107
531,10001,-1,10731.4,50.6665
532,10001,-1,56743.2,93.3416
533,10001,1,6241.79,-55.6541
534,10001,1,9196.97,-77.184
535,10001,1,5218.61,-65.2341
536,10001,1,29026.5,76.8681
537,10001,1,52785.7,-46.6949
538,10001,-1,67136.3,90.2702
539,10001,-1,5769.53,11.3097
540,10001,-1,5777.25,-88.6792
541,10001,-1,12664.7,60.135
542,10001,1,5471.03,61.6098
543,10001,-1,17900.3,-47.7333
544,10001,-1,13574.5,-47.4032
545,10001,1,6753.3,76.3368
546,10001,1,108712,-37.6567
547,10001,-1,36244.9,67.4419
548,10001,1,13140,-46.4429
549,10001,-1,5997.32,-60.7827
550,10001,1,8058.71,-42.9334
551,10001,1,21613.2,-84.1636
552,10001,1,9480.4,79.3319
553,10001,1,133826,74.413
554,10001,-1,10333,89.5995
555,10001,-1,6299.99,13.526
556,10001,1,15095.6,-6.74585
557,10001,-1,5175.21,89.7103
558,10001,-1,10166.4,-31.5432
559,10001,1,9152.09,-3.60801
560,10001,-1,6336.61,63.6342
561,10001,-1,6405.98,12.8388
562,10001,-1,5513.56,-30.1397
563,10001,-1,11009.5,-39.3702
564,10001,1,5542.96,26.8969
565,10001,-1,20679.6,59.0701
566,10001,-1,83967,-60.3651
567,10001,-1,9103.11,97.1521
568,10001,1,9454.36,-20.7986
569,10001,-1,14660.6,-95.0266
570,10001,-1,6653.17,-44.9644
571,10001,1,13626.4,-63.8707
572,10001,1,12988.4,-50.0713
573,10001,-1,5897.02,49.7395
574,10001,-1,14682.8,98.8259
575,10001,1,6014.92,-66.6677
576,10001,1,6197.82,-51.7969
577,10001,1,18025,24.9319
578,10001,-1,7237.16,21.8688
579,10001,1,8863.48,41.872
580,10001,1,12204.4,-47.8608
581,10001,-1,9994.93,1.11291
582,10001,-1,16561.2,31.9523
583,10001,-1,47828.8,35.5166
584,10001,-1,17188.8,-48.6555
585,10001,-1,14704.2,64.2334
586,10001,1,13866.7,-23.812
587,10001,-1,6337.09,-61.9528
588,10001,-1,15544.1,66.5599
589,10001,1,366255,63.915
590,10001,-1,10578.8,81.2598
591,10001,-1,8676.04,-26.1984
592,10001,-1,5071.25,61.1699
593,10001,1,10602.8,-4.03342
594,10001,-1,10858.6,-14.8563
595,10001,-1,5201.63,-71.1853
596,10001,1,22474.9,-66.9493
597,10001,1,37603.1,-48.1808
598,10001,-1,6657.92,-32.5513
599,10001,1,288178,-29.621
600,10001,1,9235.6,-31.1939
601,10001,-1,22577.1,74.587
602,10001,-1,19872.5,1.16164
603,10001,1,83746.4,78.3667
604,10001,1,17263.1,39.0576
605,10001,1,76216.6,6.67644
606,10001,1,15655.9,21.3307
607,10001,-1,23721.6,-83.249
608,10001,1,6476.59,-47.0794
609,10001,-1,62953.2,54.3762
610,10001,1,6679.77,-37.1077
611,10001,-1,5503.83,28.5578
612,10001,-1,7970.21,65.6072
613,10001,1,6765.18,96.3221
614,10001,-1,15177,-15.0521
615,10001,1,5122.54,-30.1982
616,10001,1,7624.58,71.4038
617,10001,-1,5759.69,-37.4929
618,10001,-1,5544.5,-16.4607
619,10001,1,5656.29,0.293868
620,10001,1,78877.1,-13.8311
621,10001,-1,5153.06,-8.86322
622,10001,1,8823.03,40.9115
623,10001,-1,5423.93,17.5762
624,10001,-1,19639.6,-68.0541
625,10001,-1,6659.3,-36.1063
626,10001,-1,6426.83,-51.9064
627,10001,-1,16938.3,75.6653
628,10001,-1,91003.9,-8.37182
629,10001,-1,49166,-90.8427
630,10001,-1,6127.45,44.1666
631,10001,-1,38517.7,86.0559
632,10001,-1,9661.28,88.179
633,10001,-1,10031.8,69.3552
634,10001,1,10131.9,13.0695
635,10001,-1,6934.89,-90.517
636,10001,-1,12263.1,-65.3731
637,10001,1,7456.66,-30.0604
638,10001,1,5480.51,15.9487
639,10001,1,5332.63,94.8795
640,10001,1,5788.25,-49.6655
641,10001,-1,14481.1,-6.07859
642,10001,1,7547.61,98.1595
643,10001,-1,5994.59,-81.0998
644,10001,1,19847,-55.703
645,10001,-1,6353.9,-13.6607
646,10001,1,10234.9,38.0447
647,10001,-1,5405.71,-22.046
648,10001,1,8297.66,-27.76
649,10001,-1,21714.3,21.3182
650,10001,1,7434.95,-60.2202
651,10001,-1,47818.4,-23.2268
652,10001,1,6010.49,-64.8878
653,10001,-1,5787.01,-54.8367
654,10001,-1,8795.96,89.4913
655,10001,1,9014.64,-67.8382
656,10001,-1,13066.5,57.5937
657,10001,-1,9077.17,37.6383
658,10001,1,12012.5,61.5889
659,10001,-1,9951.49,29.369
660,10001,-1,12625.1,24.5433
661,10001,1,9300.94,57.5209
662,10001,1,5633.44,46.4564
663,10001,1,5430.63,79.8977
664,10001,-1,5964.37,-93.5644
665,10001,-1,5216.43,-43.0994
666,10001,1,6022.61,62.2113
667,10001,1,193765,64.4936
668,10001,-1,6412.58,44.2345
669,10001,1,373986,33.1464
670,10001,1,10065.2,-25.8765
671,10001,-1,13270.4,-25.735
672,10001,-1,14973.8,-99.3553
673,10001,1,8369.28,-90.8675
674,10001,1,5544.3,-64.5431
675,10001,-1,5977.61,76.3102
676,10001,-1,289827,-83.5729
677,10001,-1,8364.89,22.6738
678,10001,-1,8032.61,-68.4566
679,10001,-1,33625.5,60.3105
680,10001,1,235200,-88.3304
681,10001,-1,10257.8,10.3657
682,10001,1,43297,-49.9561
683,10001,1,6217.5,-79.2678
684,10001,1,9952.31,5.49858
685,10001,1,12435.7,99.8198
686,10001,-1,46331.7,21.0138
687,10001,-1,18526.9,82.65
688,10001,-1,77441.9,-72.1338
689,10001,-1,10482.4,4.9712
690,10001,1,9613.33,91.1697
691,10001,-1,15864.4,79.4193
692,10001,1,9224.53,55.3845
693,10001,-1,27480.8,78.135
694,10001,-1,8587.43,50.1696
695,10001,-1,10326.5,-14.1185
696,10001,1,34822.2,45.3732
697,10001,-1,25754.9,-62.0735
698,10001,-1,5054.45,15.5472
699,10001,1,5437.54,85.0669
700,10001,-1,59958.7,-15.6654
701,10001,-1,19896.2,7.52674
702,10001,-1,17689,37.1407
703,10001,1,32053,8.23691
704,10001,1,8612.37,78.7683
705,10001,1,30199.3,-5.64248
706,10001,-1,7887.31,-77.6645
707,10001,-1,6175.08,90.5321
708,10001,1,5915.58,83.8216
709,10001,-1,5137.97,32.0182
710,10001,-1,19709.5,-58.492
711,10001,1,235335,-29.2674
712,10001,1,8262.78,34.2626
713,10001,-1,5206.34,22.8099
714,10001,-1,6344.24,40.1175
715,10001,-1,12672.1,-74.1969
716,10001,-1,7543.49,-71.7165
717,10001,-1,331538,-74.9304
718,10001,1,10103.3,74.4322
719,10001,-1,5425.87,-26.6331
720,10001,1,5453.41,29.6569
721,10001,1,10097.3,88.8964
722,10001,1,7250.81,-51.1693
723,10001,1,35493.9,94.9794
724,10001,1,52169.6,33.9025
725,10001,1,19174.9,-20.5464
726,10001,-1,9809.79,-67.9323
727,10001,1,11172.6,-64.3106
728,10001,-1,17054.1,-42.864
729,10001,-1,5566.86,-6.39523
730,10001,1,8745.86,-0.776122
731,10001,1,34794.9,17.8638
732,10001,-1,41795.8,-66.4659
733,10001,-1,5274.02,-32.3585
734,10001,-1,5760.2,-93.6239
735,10001,-1,5913.82,-27.5747
736,10001,-1,6327,-57.0279
737,10001,-1,13823,90.4239
738,10001,-1,7211.55,32.0917
739,10001,1,37989.9,-4.4539
740,10001,-1,5108.33,-5.33938
741,10001,-1,7298.51,-1.68064
742,10001,-1,6980.77,-37.9751
743,10001,1,103523,70.2379
744,10001,1,5137.38,87.9657
745,10001,1,7543.51,-99.8002
746,10001,1,7642.57,-39.6067
747,10001,1,15417.7,-30.7832
748,10001,1,11782.6,16.0664
749,10001,1,5570.23,59.8252
750,10001,-1,178846,-96.0184
751,10001,-1,7101.69,63.5996
752,10001,-1,22475.1,-80.5706
753,10001,-1,5139.71,29.9163
754,10001,1,12868.3,-55.1724
755,10001,-1,10704.3,68.3613
756,10001,1,5371.34,-96.1196
757,10001,-1,7877,84.8781
758,10001,-1,10137,-17.5793
759,10001,1,5961.08,41.6432
760,10001,1,9603.13,-70.2527
761,10001,-1,8582.33,67.2364
762,10001,-1,23038.5,-95.7435
763,10001,1,13028.1,-97.2486
764,10001,1,5150.11,91.0429
765,10001,-1,185690,34.9626
766,10001,1,14354.5,14.1149
767,10001,1,13158.5,62.7109
768,10001,-1,6339.19,-45.9675
769,10001,-1,9421.46,-59.7374
770,10001,1,29952.5,88.8549
771,10001,-1,34579.6,-98.7175
772,10001,1,24620.6,23.2698
773,10001,1,85951.4,14.303
774,10001,1,5078.17,-58.861
775,10001,-1,5328.98,-15.0583
776,10001,1,9059.51,-75.383
777,10001,-1,13878.8,65.4278
778,10001,1,8035.43,4.53189
779,10001,1,8695.08,-13.9765
780,10001,1,45109,79.1635
781,10001,1,5359.96,-75.5982
782,10001,1,11625.6,78.8681
783,10001,-1,36474.1,90.4252
784,10001,-1,5923.15,-89.0615
785,10001,1,27539.9,43.1251
786,10001,-1,21418.3,55.836
787,10001,-1,20193,54.8601
788,10001,1,13515.6,99.5674
