event,barcode,charge,pt,d0
0,10001,-1,10000,-0.0133555
1,10001,-1,10000,-0.00861737
2,10001,-1,10000,0.00562539
3,10001,-1,10000,0.0100791
4,10001,-1,10000,0.0146062
5,10001,-1,10000,-0.00589309
6,10001,-1,10000,0.00448384
7,10001,-1,10000,0.00623859
8,10001,-1,10000,0.0251248
9,10001,-1,10000,-0.0055935
10,10001,-1,10000,-0.0185193
11,10001,-1,10000,-0.0137723
12,10001,-1,10000,-0.00211766
13,10001,-1,10000,-0.00458917
